Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)",Negates Main Clause,Has Main Clause,Negates Main Clause,Negates Outside of Main Clause,Has Target Verb,Negates Target Verb
since sirius must prepare the doughnuts snape should not create the souffles which lily should assemble,sirius must not create the pancakes which the should create,15,16,10,0,0,N/A,N/A,0,0,0,1,1
since neville should prepare the cakes that hermione must gobble fred should not create the croissants,since draco should not create the souffles,15,16,7,0,1,0,0,0,0,1,1,1
because snape may prepare the eclaires hermione must not eat the cookies that ginny should prepare,snape may not eat the baklava that a should eat,15,16,10,0,0,N/A,N/A,0,0,0,1,1
because a student should assemble the baklava that harry must prepare mcgonagall may not arrange a doughnut,because a student should not assemble a doughnut,16,17,8,0,1,0,0,0,0,1,0,0
since neville should create the souffle the witch must not hide the pancake that lupin may arrange,since must not create the baklava that the professor should sprinkle,16,17,11,0,0,N/A,N/A,0,0,0,0,0
since the witch can prepare many souffles vernon can not sprinkle the strudel which hermione should gobble,since can can not prepare the pancakes which the can prepare,16,17,11,0,0,N/A,N/A,0,0,0,0,0
because ron may arrange the baklava that the witch must arrange petunia may not eat the cake,because ron may not arrange the chocolates,16,17,7,0,1,0,0,0,0,1,0,0
since the student must prepare the cookie that vernon should arrange vernon can not gobble the souffle,since the can not gobble the souffles,16,17,7,0,0,N/A,N/A,0,0,0,1,1
because harry may hide the croissant since ron may jump harry must not swim because harry must chew the cookies,because may not chew the chocolates because the must chew the cookies,19,20,12,0,0,N/A,N/A,0,0,0,0,0
because dobby may chew the cookie which draco may assemble james can not sprinkle a croissant since george must party,because may not chew the pancakes which a professor may chew,19,20,11,0,0,N/A,N/A,0,0,0,0,0
because harry should eat a cake that neville must arrange james must not create a souffle which snape must assemble,because should not create a chocolate that a must create,19,20,10,0,0,N/A,N/A,0,0,0,1,1
because neville must run fred should not create the pancakes because ron can assemble the doughnut that ginny should prepare,because neville should not create the baklava that the should create,19,20,11,0,0,N/A,N/A,0,0,0,1,1
because hagrid may sprinkle the pancakes that he may assemble because vernon may assemble a doughnut that neville must make ginny must not jump,because may not sprinkle the baklava that a may sprinkle,23,24,10,0,0,N/A,N/A,0,0,0,0,0
since fred should assemble the cookie since fred must run george must not gobble a eclaire since the wizard should eat the strudels,since should not assemble the strudels since he should assemble the strudels,22,23,12,0,0,N/A,N/A,0,0,0,0,0
because snape may eat the doughnut ginny must not prepare the strudel because sirius must hide the cakes which a professor must chew,snape may not eat the pancakes that a must eat,22,23,10,0,0,N/A,N/A,0,0,0,0,0
since lily should gobble the cookie that a professor should eat a wizard can not arrange the croissant that a professor may arrange,the professor should not arrange a baklava that a professor should arrange,22,23,12,0,1,0,0,1,1,1,1
since a professor should eat the strudel which a witch can make mcgonagall may not hiccup because the student should create the baklava,since a wizard should not create the souffles because the should create the baklava,22,23,14,0,0,N/A,N/A,0,0,0,0,0
because a wizard must gobble the baklava which a professor can create neville must not gobble a chocolate that hermione can create,a wizard must not gobble a cake that a wizard must gobble,21,22,12,0,1,0,0,1,1,1,1
since a witch should make the eclaires that a student may chew ginny must not assemble the chocolates which albus can hide,since should not assemble the strudels which the must assemble,21,22,10,0,0,N/A,N/A,0,0,0,1,1
because hagrid must hide a baklava since she should gobble the cakes since albus may laugh ginny must not create the cookies,because she may not create the baklava because the must create the baklava,21,22,13,0,0,N/A,N/A,0,0,0,1,1
because vernon must sprinkle the strudel the student should not make the souffles,because vernon should not make the souffles because the must make the souffles,12,13,13,0,0,N/A,N/A,0,0,0,1,1
since voldemort should sprinkle the strudels the professor must not gobble a croissant,since must not sprinkle a cake since a professor should sprinkle a pancake,12,13,13,0,0,N/A,N/A,0,0,0,0,0
because the professor should gobble the croissant sirius can not hide the cookie,because the professor can not hide the chocolates,12,13,8,0,1,0,0,0,0,1,1,1
because the witch may gobble a cake ron must not chew the souffle,because the wizard must not chew the pancakes,12,13,8,0,1,0,0,0,0,1,1,1
because the professor must gobble the doughnut that james may arrange james must not gobble the pancake which mcgonagall should make,because professor can not gobble the pancakes which the should gobble,20,21,11,0,0,N/A,N/A,0,0,0,1,1
because albus must prepare the doughnut which the student should create sirius must not make the strudels that snape may gobble,because must not make the baklava that the must make,20,21,10,0,0,N/A,N/A,0,0,0,1,1
because he must assemble the chocolate which the professor may create he must not chew the eclaires that dobby should arrange,because he must not chew the pancakes that the must chew,20,21,11,0,0,N/A,N/A,0,0,0,1,1
because snape may run vernon must not chew the cookies which a wizard can chew since sirius must prepare the baklava,the wizard must not chew the baklava which the must chew,20,21,11,0,0,N/A,N/A,0,0,0,1,1
because she must chew the doughnuts that he can eat he must not sprinkle a doughnut which the witch must hide,because she must not chew the chocolates that the must chew,20,21,11,0,0,N/A,N/A,0,0,0,0,0
because james should arrange the croissants that the witch should hide hermione should not wiggle,because james should not arrange the souffles,14,15,7,0,1,0,0,0,0,1,0,0
because the witch may hiccup dobby may not gobble the cakes that petunia must assemble,because must not assemble the baklava that a must make,14,15,10,0,0,N/A,N/A,0,0,0,0,0
because vernon should run she should not chew the souffles,because neville should not chew the souffles,9,10,7,0,1,0,0,0,0,1,1,1
because ginny may hide the doughnuts petunia may not party,because ginny may not hide the baklava,9,10,7,0,1,0,0,0,0,1,0,0
because sirius may arrange many chocolates because the witch may create the souffle ginny should not assemble the chocolate,sirius should not eat the pancakes because the may create the pancakes,18,19,12,0,0,N/A,N/A,0,0,0,0,0
because dobby may prepare the cookies vernon should not prepare the baklava that dobby can hide,because dobby may not prepare the chocolates that a can prepare,15,16,11,0,0,N/A,N/A,0,0,0,1,1
since draco can sprinkle the croissant albus must not assemble the eclaire that voldemort should make,since draco must not assemble the pancakes that hagrid should sprinkle,15,16,11,0,1,0,0,0,0,1,1,1
because sirius must create the doughnuts which george should eat fred may not prepare many cakes,sirius must not create the pancakes,15,16,6,0,1,0,0,1,1,0,0
since hermione must hide the souffles which petunia should arrange voldemort can not eat a croissant,since must not hide the pancakes,15,16,6,0,0,N/A,N/A,0,0,0,0,0
since voldemort can hide the cakes that vernon may make hermione may not assemble many cookies,since he may not assemble many souffles that she should eat,15,16,11,0,1,0,0,0,0,1,1,1
because hagrid can sprinkle a pancake the wizard must not sprinkle a doughnut which sirius should hide,because hagrid should not sprinkle a croissant because a should prepare a croissant,16,17,13,0,0,N/A,N/A,0,0,0,1,1
because fred can gobble the cakes which the witch can chew dobby must not create many strudels,because neville must not create many chocolates,16,17,7,0,1,0,0,0,0,1,1,1
because lily must create a souffle which the wizard must sprinkle neville must not sprinkle the cookie,because lily must not sprinkle the chocolates because the must sprinkle the baklava,16,17,13,0,0,N/A,N/A,0,0,0,1,1
because voldemort should run albus must not create many cookies that he must prepare,because should not hide many pancakes that a should hide,13,14,10,0,0,N/A,N/A,0,0,0,0,0
because she should eat the souffles which petunia may sprinkle draco may not party,because should not eat the souffle which the must eat,13,14,10,0,0,N/A,N/A,0,0,0,0,0
since harry should chew a souffle which hermione should assemble mcgonagall can not giggle,since should not prepare a cake which a professor should,13,14,10,0,0,N/A,N/A,0,0,0,0,0
because petunia may make a doughnut that james can make george may not giggle,petunia may not make a baklava that petunia may make,13,14,10,0,1,0,0,1,1,0,0
since neville should eat the eclaires that hagrid must prepare a student should not arrange a cake which fred may gobble,since fred should not eat the baklava that a may eat,20,21,11,0,0,N/A,N/A,0,0,0,0,0
since lupin should sprinkle many croissants that the witch must sprinkle hermione should not assemble the cookie that lupin can hide,since should not assemble the strudels that the should sprinkle,20,21,10,0,0,N/A,N/A,0,0,0,1,1
since draco may create the croissant which he may prepare a witch may not hide the cookie that draco can prepare,since draco may not create the baklava that the professor should create,20,21,12,0,1,0,0,0,0,1,0,0
since harry should make a strudel that mcgonagall should make harry can not prepare the croissants that a professor must gobble,since draco should not prepare the baklava that a must prepare,20,21,11,0,0,N/A,N/A,0,0,0,1,1
because sirius can assemble the eclaire which draco can prepare george can not arrange the baklava,sirius should not assemble the souffles,15,16,6,0,1,0,0,1,1,0,0
because neville can make a cookie he should not sprinkle the doughnuts that fred must chew,neville can not prepare the baklava that a should sprinkle,15,16,10,0,0,N/A,N/A,0,0,0,1
because harry should eat the souffle she can not assemble the doughnuts that hagrid can prepare,harry should not assemble the souffles that she can assemble,15,16,10,0,1,0,0,1,1,1,1
since the student may hiccup george must not party,since the student may not hiccup since the must hiccup,8,9,10,0,0,N/A,N/A,0,0,0,0,0
since harry must wiggle james should not gobble the eclaire that the student may gobble,since draco must not gobble the baklava that the must gobble,14,15,11,0,0,N/A,N/A,0,0,0,1,1
since lupin must hide a croissant which the professor should arrange petunia can not make the eclaires,since must can not make the eclaires,16,17,7,0,0,N/A,N/A,0,0,0,1,1
because voldemort can prepare many doughnuts the witch should not make the eclaire that george should arrange,because hermione should not make the cookies that the should should make,16,17,12,0,0,N/A,N/A,0,0,0,1,1
because fred must assemble a baklava a professor can not assemble a eclaire that vernon should create,because neville must not assemble a pancake that a professor must assemble,16,17,12,0,1,0,0,0,0,1,1,1
because snape can chew the strudels a student should not chew the strudels that voldemort should chew,snape can not chew the baklava that a professor should chew,16,17,11,0,1,0,0,1,1,1,1
since dobby can prepare the chocolates mcgonagall should not hiccup,since draco should not hiccup,9,10,5,0,1,0,0,0,0,1,1,1
because he should party voldemort must not sprinkle the cookie,because he should not sprinkle the baklava because the must sprinkle the baklava,9,10,13,0,0,N/A,N/A,0,0,0,1,1
because george must run george should not gobble a eclaire,because george must not run because petunia must run,9,10,9,0,1,0,0,0,0,1,0,0
since hagrid must laugh since james may create the doughnuts he must not gobble the baklava which vernon can create,hagrid must not create the strudels which the can create,19,20,10,0,0,N/A,N/A,0,0,0,0,0
because snape must walk albus must not gobble the eclaires which lupin should sprinkle because sirius may arrange the doughnut,the wizard must not walk because the must walk,19,20,9,0,0,N/A,N/A,0,0,0,0,0
since harry must assemble the chocolate harry should not eat a baklava since hermione can gobble the doughnuts which george should arrange,since should not assemble the pancakes which the should assemble,21,22,10,0,0,N/A,N/A,0,0,0,0,0
because he should chew the croissants that ron should arrange the student may not make the croissants that a professor should sprinkle,because he should not chew a chocolate that a professor should chew,21,22,12,0,1,0,0,0,0,1,0,0
since mcgonagall must chew a baklava which a wizard must gobble the witch must not party,since must not party,15,16,4,0,0,N/A,N/A,0,0,0,1,1
since sirius may swim fred must not arrange the chocolates,sirius may not arrange the chocolates because the must arrange the baklava,9,10,12,0,0,N/A,N/A,0,0,0,1,1
since lily can make a baklava george must not wiggle,since must not wiggle because a must wiggle,9,10,8,0,0,N/A,N/A,0,0,0,1,1
because ginny may laugh hagrid may not assemble the eclaires,because ginny may not assemble the souffles,9,10,7,0,1,0,0,0,0,1,1,1
because she should create the chocolate which he must make ron may not sprinkle the doughnut,because should not create the baklava,15,16,6,0,0,N/A,N/A,0,0,0,0,0
because voldemort can arrange the baklava james must not chew the doughnut that sirius can sprinkle,because can not chew the baklava that a professor can hide,15,16,11,0,0,N/A,N/A,0,0,0,1,1
because fred must eat a strudel snape must not assemble the eclaires which hagrid should arrange,because neville must not assemble the pancakes which the must assemble,15,16,11,0,0,N/A,N/A,0,0,0,1,1
since james may swim ron must not jump,james may not swim since he may swim,7,8,8,0,1,0,0,1,1,0,0
since draco may laugh george should not party,since draco should not party since he should hide a doughnut,7,8,11,0,1,0,0,0,0,1,1,1
because harry may run since lupin can giggle since hermione can walk the student may not create a doughnut because sirius must party,because may not create the pancakes because the may create the pancakes,22,23,12,0,0,N/A,N/A,0,0,0,1,1
because neville can assemble the cookies james should not chew a souffle because mcgonagall may gobble the strudels that a wizard should eat,neville should not assemble the strudels that a should assemble,22,23,10,0,0,N/A,N/A,0,0,0,0,0
since a professor can party sirius should not prepare the doughnut that hermione must assemble,since a professor must not assemble a cake that sirius must assemble,14,15,12,0,1,0,0,0,0,1,0,0
since a professor should make the eclaires which james must arrange george must not smile,since the professor should not make the baklava,14,15,8,0,1,0,0,0,0,1,0,0
because voldemort should assemble the doughnut that harry may hide harry may not make the chocolate,because should may not make the souffles because the must make the souffles,15,16,13,0,0,N/A,N/A,0,0,0,1,1
because lily must create the doughnuts that he must sprinkle ron can not gobble the cookie,because lily must not create the chocolates,15,16,7,0,1,0,0,0,0,1,0,0
because lily can chew a pancake since hermione should gobble a doughnut draco may not giggle,because lily may not giggle because a professor may gobble a doughnut,15,16,12,0,1,0,0,0,0,1,1,1
since lupin must hide the pancakes draco can not make the chocolates which voldemort may prepare,since must not hide the baklava which the must hide,15,16,10,0,0,N/A,N/A,0,0,0,0,0
because james should create a doughnut that a witch should arrange james must not sprinkle the cookies that lupin must chew,james should not prepare the baklava that a must sprinkle,20,21,10,0,0,N/A,N/A,0,0,0,1
because snape may chew the doughnuts which the student may gobble because albus must walk fred should not make a baklava,because may not chew the pancakes because the may chew the baklava,20,21,12,0,0,N/A,N/A,0,0,0,0,0
because draco must create a baklava which james must make he can not smile because james may eat the chocolate,because draco must not create a cake because the professor must create the cake,19,20,14,0,1,0,0,0,0,1,0,0
since lily should arrange the baklava which draco must arrange ron must not gobble the cookies which fred must create,the professor must not arrange the pancakes which the must arrange,19,20,11,0,0,N/A,N/A,0,0,0,0,0
because hermione should party because mcgonagall must arrange the croissants that she can chew voldemort must not assemble the cookie,because should not assemble the strudels because the must assemble the strudels,19,20,12,0,0,N/A,N/A,0,0,0,1,1
because neville must create the baklava that he should sprinkle dobby must not eat a souffle that ginny must assemble,because neville must not create the pancakes that the must create,19,20,11,0,0,N/A,N/A,0,0,0,0,0
because a professor should hide a cookie since lily should make a doughnut she must not chew the strudels,because a professor must not chew the cookie because the must chew the cookie,18,19,14,0,0,N/A,N/A,0,0,0,1,1
since mcgonagall must eat the doughnuts the professor should not make a cake since hagrid must assemble many pancakes,since must not eat many pancakes,18,19,6,0,0,N/A,N/A,0,0,0,0,0
because albus must chew the baklava lupin should not arrange the baklava which the wizard must prepare,because albus must not chew the souffles which the must chew,16,17,11,0,0,N/A,N/A,0,0,0,0,0
because he should create many souffles that albus should arrange the professor must not arrange a souffle,because he should not gobble a chocolate that a professor should sprinkle,16,17,12,0,1,0,0,0,0,1,0,0
because the witch can eat the eclaire that vernon may arrange hermione should not create the cake,because the professor may not create the souffles because the may create the souffles,16,17,14,0,0,N/A,N/A,0,0,0,1,1
because george can arrange a eclaire albus may not run,because neville may not run because a must run,9,10,9,0,0,N/A,N/A,0,0,0,1,1
because draco must smile she must not sprinkle the croissant,because draco must not sprinkle the chocolates,9,10,7,0,1,0,0,0,0,1,1,1
since voldemort may run albus must not prepare the croissant,since george can not prepare the croissant since a wizard can prepare the croissant,9,10,14,0,1,0,0,0,0,1,1,1
since dobby should hiccup neville may not eat many baklava,since he may not eat many cookies,9,10,7,0,1,0,0,0,0,1,1,1
because dobby should create many cakes vernon can not swim,because dobby should not create many chocolates because dobby can create the croissants,9,10,13,0,1,0,0,0,0,1,0,0
because petunia should hide the souffles ginny should not create a doughnut,because should not hide the pancakes which a should hide,11,12,10,0,0,N/A,N/A,0,0,0,0,0
because neville must prepare a souffle voldemort should not sprinkle the baklava,the wizard should not prepare the baklava because a should sprinkle the baklava,11,12,13,0,0,N/A,N/A,0,0,0,1
because mcgonagall should hide the baklava sirius must not sprinkle the doughnut,because should not hide the baklava,11,12,6,0,0,N/A,N/A,0,0,0,0,0
because hagrid should arrange the souffles neville may not make the souffle,because hagrid should not make the souffles which the may make,11,12,11,0,0,N/A,N/A,0,0,0,1,1
since the wizard can wiggle snape can not chew a cake that the professor may assemble,since she may not gobble a chocolate that a professor can gobble,15,16,12,0,1,0,0,0,0,1,0,0
since sirius may gobble the chocolates petunia should not arrange the strudel which ron should chew,sirius may not arrange the pancakes which the should arrange,15,16,10,0,0,N/A,N/A,0,0,0,1,1
because mcgonagall can hide a chocolate he should not eat a pancake which ron must hide,because can not hide a eclaire because james can hide a eclaire which a must hide,15,16,16,0,0,N/A,N/A,0,0,0,0,0
since he can prepare a eclaire which albus can arrange petunia should not swim,since he should not swim because he should arrange a doughnut,13,14,11,0,1,0,0,0,0,1,1,1
because lily must arrange the strudels which ginny should arrange he must not run,because lily must not arrange the souffles,13,14,7,0,1,0,0,0,0,1,0,0
since fred should assemble many cakes petunia may not create the baklava,since lupin may not create the baklava since the may create the baklava,11,12,13,0,0,N/A,N/A,0,0,0,1,1
because dobby should create the doughnut petunia can not eat the cakes,because dobby should not create the chocolates because the should create the chocolates,11,12,13,0,0,N/A,N/A,0,0,0,0,0
because lupin should hide the chocolate harry should not assemble the souffle,because should not eat the pancakes which the must assemble,11,12,10,0,0,N/A,N/A,0,0,0,1
since ron must gobble the souffles that harry should chew fred can not walk,ron must not gobble the strudels that petunia can gobble,13,14,10,0,1,0,0,1,1,0,0
because she may assemble many cookies the student must not assemble the doughnut,because may not assemble the pancakes because the can assemble the strudels,12,13,12,0,0,N/A,N/A,0,0,0,1,1
because james can arrange the doughnuts the student may not assemble the pancakes,because james may not assemble the pancakes,12,13,7,0,1,0,0,0,0,1,1,1
because petunia must make the chocolates the witch should not make the doughnuts,petunia should not make the baklava,12,13,6,0,1,0,0,1,1,1,1
since the professor must make the croissants which he may create the student can not make a chocolate,since the professor may not create the baklava which a wizard must create,17,18,13,0,1,0,0,0,0,1,0,0
since albus must create the croissant since fred should prepare the croissant ginny may not chew many cakes,since he must not chew many cakes because the student must chew the cakes,17,18,14,0,1,0,0,0,0,1,1,1
since hagrid can chew the baklava since ron may arrange the souffle vernon must not swim,hagrid can not chew the souffles,15,16,6,0,1,0,0,1,1,0,0
because the wizard must walk neville may not chew a cake which the wizard may eat,the wizard must not walk because the must walk,15,16,9,0,0,N/A,N/A,0,0,0,0,0
since the student must prepare the souffles petunia may not assemble the cookies since he should make the baklava since fred should arrange a doughnut,since the professor may not assemble the souffles,24,25,8,0,1,0,0,0,0,1,1,1
because vernon may assemble the chocolate that the student may hide vernon should not sprinkle the eclaires which lily should sprinkle since ginny should party,because may not assemble the souffles which the should assemble,24,25,10,0,0,N/A,N/A,0,0,0,0,0
because hermione can walk because george should swim since a student should chew the strudels voldemort must not hide many croissants that hermione should create,because hermione should not chew a chocolate because a professor should prepare a eclaire,24,25,14,0,1,0,0,0,0,1,0,0
because neville should create the chocolates which she should prepare lily must not swim since the student should hide the eclaires which she must gobble,because the professor should not create the pancakes which the must create,24,25,12,0,0,N/A,N/A,0,0,0,0,0
because the student can create many souffles the wizard can not gobble the chocolates,because neville can not create many chocolates because the can create the chocolates,13,14,13,0,0,N/A,N/A,0,0,0,0,0
since ron can laugh dobby must not assemble the souffles which harry can hide,ron can not assemble the pancakes which the can assemble,13,14,10,0,0,N/A,N/A,0,0,0,1,1
because dobby may assemble the doughnuts james must not create a croissant which hermione should sprinkle,because dobby may not assemble the strudels which the should assemble,15,16,11,0,0,N/A,N/A,0,0,0,0,0
since hagrid should hide a cookie which she must gobble james can not gobble a pancake,hagrid should not hide a souffle,15,16,6,0,1,0,0,1,1,0,0
since he must sprinkle the baklava ron may not assemble a chocolate that neville must sprinkle,since he must not sprinkle the baklava that a must sprinkle,15,16,11,0,0,N/A,N/A,0,0,0,0,0
since dobby should hide the cookies that ginny should arrange fred should not chew the eclaires,since should may not chew the eclaires,15,16,7,0,0,N/A,N/A,0,0,0,1,1
because draco can arrange a souffle that draco must sprinkle draco should not laugh,because draco must not laugh because a professor should laugh,13,14,10,0,1,0,0,0,0,1,1,1
since the wizard should arrange the chocolate the student must not sprinkle the baklava,since the student must not sprinkle the baklava,13,14,8,0,1,0,0,0,0,1,1,1
because petunia can create the eclaires that neville may eat lupin should not giggle,petunia should not create the pancakes that the should create,13,14,10,0,0,N/A,N/A,0,0,0,0,0
since albus may smile sirius should not prepare the eclaire that lily may eat,since albus may not smile since a must prepare the doughnut that a must prepare,13,14,15,0,0,N/A,N/A,0,0,0,1
since draco must wiggle she can not run,since draco must not run because she must wiggle,7,8,9,0,1,0,0,0,0,1,1,1
because vernon must swim since neville should arrange a cake she must not create many cookies which draco may make,because vernon must not create many pancakes which a professor must arrange,19,20,12,0,1,0,0,0,0,1,1,1
because george should chew the eclaires that lupin must hide james may not create the pancakes that george may create,george should not create the pancakes that the must create,19,20,10,0,0,N/A,N/A,0,0,0,1,1
because hagrid can chew the chocolates which draco must make lily may not chew the eclaires that albus should chew,because hagrid may not chew the eclaires that the should chew,19,20,11,0,0,N/A,N/A,0,0,0,1,1
because he must create many cookies that lupin can gobble the professor can not make the doughnuts that harry may arrange,because he must not create many chocolates that he must create,20,21,11,0,1,0,0,0,0,1,0,0
since a student may assemble the doughnut that james can create he can not eat a eclaire that hagrid should assemble,since should not assemble the souffles that a should assemble,20,21,10,0,0,N/A,N/A,0,0,0,0,0
since voldemort may hide many eclaires lupin can not hide the baklava,since fred must not hide the baklava since the professor must hide the baklava,11,12,14,0,1,0,0,0,0,1,1,1
since albus should eat the cakes she must not sprinkle the croissants,the student must not sprinkle the strudels,11,12,7,0,1,0,0,1,1,1,1
because vernon may hide the eclaires albus should not arrange a doughnut,because may not hide the pancakes,11,12,6,0,0,N/A,N/A,0,0,0,0,0
since he may create the croissant ron can not sprinkle a doughnut,since he may not create the baklava,11,12,7,0,1,0,0,0,0,1,0,0
since harry may prepare the cakes draco may not gobble many strudels,since fred may not gobble the strudels,11,12,7,0,1,0,0,0,0,1,1,1
because george should jump she can not run,because should not run because petunia can run,7,8,8,0,0,N/A,N/A,0,0,0,1,1
because albus should arrange the souffles voldemort can not swim,because should not arrange the souffles which the should arrange,9,10,10,0,0,N/A,N/A,0,0,0,0,0
because snape may make many doughnuts lupin should not run,snape may not make many eclaires,9,10,6,0,1,0,0,1,1,0,0
since the student must assemble the pancake the student should not chew the strudels that the wizard should hide,since the professor should not chew the strudels which the should should hide,18,19,13,0,0,N/A,N/A,0,0,0,1,1
since he can make the pancake albus may not prepare the chocolate,since he may not make the souffles since the must make the souffles,11,12,13,0,0,N/A,N/A,0,0,0,0,0
because neville should create the eclaire she should not assemble the strudel,because should not assemble the souffles which the should assemble,11,12,10,0,0,N/A,N/A,0,0,0,1,1
because a wizard must laugh the student may not prepare the doughnuts,a wizard must not laugh because a must must laugh,11,12,10,0,0,N/A,N/A,0,0,0,0,0
because ginny should prepare the croissants snape should not chew the strudel,because should not chew the souffles,11,12,6,0,0,N/A,N/A,0,0,0,1,1
since draco should sprinkle a doughnut which she may sprinkle albus must not gobble the pancake,since draco may not gobble the baklava,15,16,7,0,1,0,0,0,0,1,1,1
because vernon may prepare a cake hagrid can not sprinkle many strudels that sirius must prepare,because may not sprinkle a souffle that a must sprinkle,15,16,10,0,0,N/A,N/A,0,0,0,1,1
because harry may gobble the strudel which snape may assemble snape must not chew a cake,because may not gobble the pancakes which a wizard may gobble,15,16,11,0,0,N/A,N/A,0,0,0,0,0
since lily can hide many baklava that george may hide he can not gobble the strudel,since lily can not hide many souffles since james can hide the souffles,15,16,13,0,1,0,0,0,0,1,0,0
because harry can chew the chocolates which ron must hide a student should not wiggle,because neville can not chew the pancakes because the should chew the baklava,14,15,13,0,0,N/A,N/A,0,0,0,0,0
since dobby can laugh because ginny should run the professor should not chew the pancakes,since the professor should not chew the pancakes,14,15,8,0,1,0,0,0,0,1,1,1
because vernon must laugh lupin must not create the croissants that the student should create,because vernon must not create the baklava which a should sprinkle,14,15,11,0,0,N/A,N/A,0,0,0,1,1
since albus can run the student must not prepare the strudels which james must assemble,since must not run since the must can run,14,15,9,0,0,N/A,N/A,0,0,0,0,0
because vernon can make the cookies that she must prepare the professor can not assemble the baklava since hagrid can gobble the eclaires,because neville can not assemble the strudels,22,23,7,0,1,0,0,0,0,1,1,1
because dobby must gobble the eclaire that voldemort must sprinkle because draco must gobble a strudel the student must not prepare a cake,because dobby must not gobble a cake because the must prepare a strudel,22,23,13,0,0,N/A,N/A,0,0,0,1
since petunia may make a cookie vernon must not arrange the cookie which albus can sprinkle,since fred must not arrange the baklava since a must arrange the baklava,15,16,13,0,0,N/A,N/A,0,0,0,1,1
because she must eat many cakes because voldemort may smile he must not assemble a cake,because she must not eat many chocolates because she must eat a doughnut,15,16,13,0,1,0,0,0,0,1,0,0
because mcgonagall must make the cookies petunia may not prepare the chocolate that fred should hide,because must not make the pancakes that the must make,15,16,10,0,0,N/A,N/A,0,0,0,0,0
