Pos->Neg Token Precision (%),0.95,0.92,0.93,0.91,0.85,0.85,0.88,0.87,0.87,0.85,0.84,0.85,0.85,0.85,0.83,0.83,0.84,0.84,0.83,0.83,0.83
Pos->Pos Token Recall (%),0.94,0.91,0.91,0.9,0.84,0.85,0.85,0.84,0.84,0.83,0.82,0.82,0.82,0.82,0.82,0.81,0.82,0.81,0.81,0.8,0.81
Pos->Neg Token Recall (%),0.95,0.93,0.92,0.91,0.84,0.84,0.87,0.85,0.85,0.83,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.82,0.81,0.81,0.8
Pos->Pos Category Precision (%),0.98,0.94,0.96,0.96,0.9,0.9,0.94,0.92,0.91,0.9,0.88,0.88,0.88,0.88,0.89,0.87,0.9,0.87,0.86,0.86,0.85
Pos->Neg Category Precision (%),0.98,0.95,0.97,0.96,0.9,0.87,0.94,0.92,0.91,0.89,0.88,0.89,0.89,0.88,0.87,0.87,0.88,0.87,0.87,0.86,0.89
Pos->Pos Category Recall (%),0.99,0.96,0.96,0.95,0.89,0.88,0.9,0.88,0.87,0.86,0.85,0.84,0.85,0.85,0.84,0.83,0.85,0.84,0.82,0.83,0.83
Pos->Neg Category Recall (%),0.98,0.95,0.97,0.95,0.88,0.87,0.91,0.89,0.87,0.85,0.85,0.85,0.85,0.85,0.84,0.84,0.84,0.84,0.83,0.82,0.82
Parseable Sentences (#),1020.8,245.8,2101.6,514.6,65,38.4,1928.2,905.2,412.6,122,249.2,161,509.4,350.6,115,55.8,248.6,217,127.2,32.8,10.2
Pos->Pos Parseable Sentences (#),539,134.2,1084.8,268.8,36.4,20.6,1015,452.8,219.8,53.8,138.8,75.8,258,172.8,59.8,24.6,124.8,110,59.6,12.2,2.8
Pos->Neg Parseable Sentences (#),481.8,111.6,1016.8,245.8,28.6,17.8,913.2,452.4,192.8,68.2,110.4,85.2,251.4,177.8,55.2,31.2,123.8,107,67.6,20.6,7.4
Parseable Sentences (%),0.96,0.89,0.96,0.93,0.96,0.91,0.96,0.95,0.94,0.92,0.92,0.91,0.92,0.92,0.93,0.91,0.9,0.89,0.89,0.86,0.93
Pos->Pos Parseable Sentences (%),0.99,0.92,0.97,0.95,0.96,0.94,0.97,0.95,0.96,0.94,0.93,0.94,0.93,0.92,0.95,0.91,0.92,0.9,0.89,0.87,0.93
Pos->Neg Parseable Sentences (%),0.93,0.87,0.96,0.91,0.95,0.89,0.95,0.94,0.93,0.91,0.9,0.9,0.91,0.91,0.9,0.92,0.88,0.88,0.89,0.86,0.93
Pos->Pos Preseve Tree Structures (%),0.97,0.87,0.93,0.92,0.8,0.8,0.82,0.8,0.81,0.8,0.8,0.79,0.8,0.8,0.79,0.79,0.79,0.79,0.77,0.76,0.8
Pos->Pos Preserve Significant Clauses (%),0.97,0.87,0.93,0.92,0.8,0.8,0.83,0.8,0.81,0.8,0.8,0.79,0.8,0.8,0.79,0.79,0.79,0.79,0.77,0.76,0.8
Pos->Neg Preseve Tree Structures (%),0.9,0.81,0.93,0.91,0.8,0.8,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.77,0.76,0.72
Pos->Neg Preserve Significant Clauses (%),0.9,0.81,0.93,0.91,0.8,0.8,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.77,0.76,0.72
Pos->Neg Predictions with Main Clause (#),481.8,111.6,1016.6,245.8,27.2,17.2,906.2,448.4,187.8,65.6,106.4,83.4,244.6,171.2,52.8,29.4,120.6,104.4,64.8,20,7.2
Pos->Neg Predictions that Negate Main Clause (#),481.8,111.6,1016.6,245.6,27.2,17.2,906.2,448.4,187.6,65.6,106.4,83.4,244.6,171.2,52.8,29.4,120.6,104.4,64.4,20,7.2
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pos->Neg Predictions without Main Clause (#),0,0,0.2,0,1.4,0.6,7,4,5,2.6,4,1.8,6.8,6.6,2.4,1.8,3.2,2.6,2.8,0.6,0.2
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),0.93,0.87,0.96,0.91,0.91,0.86,0.94,0.93,0.9,0.87,0.87,0.88,0.88,0.87,0.87,0.86,0.86,0.86,0.85,0.83,0.9
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0
Pos->Neg Predictions with Main Clause (%),0.93,0.87,0.96,0.91,0.91,0.86,0.94,0.93,0.9,0.87,0.87,0.88,0.88,0.87,0.87,0.86,0.86,0.86,0.85,0.83,0.9
Pos->Neg Predictions Containing the Target Verb (%),0.81,0.8,0.84,0.84,0.8,0.8,0.83,0.83,0.82,0.83,0.83,0.81,0.83,0.83,0.83,0.81,0.83,0.82,0.83,0.85,0.85
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),0.81,0.8,0.84,0.83,0.8,0.8,0.83,0.83,0.82,0.83,0.81,0.8,0.82,0.82,0.81,0.81,0.82,0.81,0.81,0.82,0.85
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),0.99,1.0,1.0,0.98,0.8,0.8,0.97,0.98,0.95,1.0,0.91,0.93,0.93,0.93,0.9,0.9,0.92,0.93,0.89,0.9,1.0
