Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)",Negates Main Clause,Has Main Clause,Negates Main Clause,Negates Outside of Main Clause,Has Target Verb,Negates Target Verb
"['since fred can party the wizard should not hiccup', 'since fred can not party the wizard should hiccup', 8, 9, 9, 0, 1, 0, 1, 1, 1, 1]"
"['since sirius must smile draco must not gobble the baklava', 'since sirius must not smile draco must gobble the baklava', 9, 10, 10, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['harry must not chew the baklava that a wizard may arrange', 'harry must not chew the baklava that a wizard may arrange', 10, 11, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['dobby should not chew the chocolate that a student should gobble', 'dobby should not chew the chocolate that a student should gobble', 10, 11, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['since a student should walk since lupin should create a souffle that vernon should hide hagrid should not gobble the doughnut because mcgonagall may hiccup', 'since a student should not since since lupin should create a souffle that vernon should hide hagrid should gobble the doughnut because hagrid should gobble the doughnut', 24, 25, 27, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because james can eat the pancakes that the wizard must chew a wizard may not chew the eclaire that the wizard should sprinkle', 'because james can not eat the pancakes that the wizard must chew a wizard may chew the eclaire that the wizard should arrange', 22, 23, 23, 0, 1, 0, 1, 1, 1, 1]"
"['george should not jump', 'george should not jump', 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['sirius should not party', 'sirius should not party', 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['fred can not wiggle', 'fred can not wiggle', 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['hermione can not walk', 'hermione can not walk', 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['she should not walk', 'she should not walk', 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['since the student can swim the professor must not sprinkle the croissants since petunia can eat the croissants because albus must laugh', 'since the student can not the the professor must sprinkle the croissants since petunia can eat the croissants because albus must laugh', 21, 22, 22, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because harry may sprinkle a cookie which the professor must prepare the student must not assemble many eclaires that she can make', 'because harry may not sprinkle a cookie which the professor must prepare the student must assemble many eclaires that she can make', 21, 22, 22, 0, 1, 0, 1, 1, 1, 1]"
"['since a wizard must sprinkle the chocolate which the student can chew vernon should not chew a cookie that snape should create', 'since a wizard must not the the chocolate which the student can chew vernon should chew a cookie that snape should create', 21, 22, 22, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['neville may not chew the strudel that the student should eat since vernon should arrange the eclaires that a student can make', 'neville may not chew the strudel that the student should eat since vernon should arrange the eclaires that a student can make', 21, 22, 22, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['since neville should create the souffles that he must make lily may not swim', 'since neville should not create the souffles that he must make lily may swim', 13, 14, 14, 0, 1, 0, 1, 1, 1, 1]"
"['albus should not swim since dobby should eat the cookies that ron must create', 'albus should not swim since dobby should eat the cookies that ron must create', 13, 14, 14, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['since neville may walk sirius must not prepare the baklava which lily must make', 'since neville may not walk sirius must prepare the baklava which lily must make', 13, 14, 14, 0, 1, 0, 1, 1, 1, 1]"
"['the student should not swim since ron must arrange the baklava', 'the student should not swim since ron must arrange the baklava', 10, 11, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['harry should not eat the chocolates that the witch can assemble', 'harry should not eat the chocolates that the witch can assemble', 10, 11, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['since he must swim draco may not make a chocolate which she should prepare', 'since he must not swim draco may make a chocolate which she should prepare', 13, 14, 14, 0, 1, 0, 1, 1, 1, 1]"
"['since sirius may swim sirius may not create the chocolate that james should arrange', 'since sirius may not swim sirius may create the chocolate that james should arrange', 13, 14, 14, 0, 1, 0, 1, 1, 1, 1]"
"['snape must not hide the chocolates that snape can gobble', 'snape must not hide the chocolates that snape can gobble', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['george may not eat the pancakes that snape may chew', 'george may not eat the pancakes that snape may chew', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['dobby may not gobble a souffle that george may make', 'dobby may not gobble a souffle that george may make', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['fred should not assemble a eclaire', 'fred should not assemble a eclaire', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['vernon must not prepare the souffles', 'vernon must not prepare the souffles', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['petunia must not sprinkle the eclaires', 'petunia must not sprinkle the eclaires', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['george should not eat the cookies', 'george should not eat the cookies', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['mcgonagall can not create the strudels', 'mcgonagall can not create the strudels', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['voldemort should not hide the doughnuts', 'voldemort should not hide the doughnuts', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['fred should not gobble a pancake', 'fred should not gobble a pancake', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['albus can not make the chocolate', 'albus can not make the chocolate', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['draco may not eat the cookies', 'draco may not eat the cookies', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['harry may not chew the souffles', 'harry may not chew the souffles', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['hagrid may not assemble a souffle', 'hagrid may not assemble a souffle', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['the professor must not prepare a cake', 'the professor must not prepare a cake', 6, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['a student should not chew the doughnuts', 'a student should not chew the doughnuts', 6, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['a professor may not prepare the cookies', 'a professor may not prepare the cookies', 6, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['the professor must not create a cake', 'the professor must not create a cake', 6, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['since george must sprinkle a doughnut vernon must not gobble the pancake', 'since george must not sprinkle a doughnut vernon must gobble the pancake', 11, 12, 12, 0, 1, 0, 1, 1, 1, 1]"
"['the professor should not eat the souffles that a wizard must eat', 'the professor should not eat the souffles that a wizard must eat', 11, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['lily must not hide the cake that harry should sprinkle because ginny can chew the strudels', 'lily must not hide the cake that harry should sprinkle because ginny can chew the strudels', 15, 16, 16, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['since george must sprinkle the baklava that hermione should sprinkle george may not hide a chocolate', 'since george must not sprinkle the baklava that hermione should sprinkle george may hide a chocolate', 15, 16, 16, 0, 1, 0, 1, 1, 1, 1]"
"['lupin must not chew a pancake that voldemort may assemble since draco must eat a doughnut', 'lupin must not chew a pancake that voldemort may assemble since draco must eat a doughnut', 15, 16, 16, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['the wizard may not chew a eclaire', 'the wizard may not chew a eclaire', 6, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['the professor may not chew a cake', 'the professor may not chew a cake', 6, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['a professor should not create the doughnuts', 'a professor should not create the doughnuts', 6, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['fred must not assemble the chocolate', 'fred must not assemble the chocolate', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['vernon should not arrange the strudels', 'vernon should not arrange the strudels', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['since snape must smile the student should not hide many cakes that george can gobble', 'since snape must not smile the student should hide many cakes that george can gobble', 14, 15, 15, 0, 1, 0, 1, 1, 1, 1]"
"['a wizard may not run since hermione may gobble a cookie because draco should jump', 'a wizard may not run since hermione may gobble a cookie because draco should jump', 14, 15, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['harry must not make the croissants', 'harry must not make the croissants', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['draco should not prepare the eclaires', 'draco should not prepare the eclaires', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['he must not arrange the chocolate', 'he must not arrange the chocolate', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['hagrid must not create many baklava', 'hagrid must not create many baklava', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['dobby may not arrange the eclaires', 'dobby may not arrange the eclaires', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['because snape should laugh a wizard may not hide the baklava which draco should prepare', 'because snape should not laugh a wizard may hide the baklava which draco should prepare', 14, 15, 15, 0, 1, 0, 1, 1, 1, 1]"
"['since a student can eat the cookies which james should make he can not smile', 'since a student can not the cookies cookies which james should make he can smile', 14, 15, 15, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because sirius must jump ron may not giggle since the wizard should make a eclaire', 'because sirius must not jump ron may giggle since the wizard should make a eclaire', 14, 15, 15, 0, 1, 0, 1, 1, 1, 1]"
"['because ron should create the strudel mcgonagall can not arrange the doughnut which lily must assemble', 'because ron should not create the strudel mcgonagall can arrange the doughnut which lily must assemble', 15, 16, 16, 0, 1, 0, 1, 1, 1, 1]"
"['because he may eat the doughnut that draco may arrange neville must not assemble the cookies', 'because he may not eat the doughnut that draco may arrange neville must assemble the cookies', 15, 16, 16, 0, 1, 0, 1, 1, 1, 1]"
"['since she may assemble the souffle snape must not hide a doughnut which hermione can gobble', 'since she may not assemble the souffle snape must hide a doughnut which hermione can gobble', 15, 16, 16, 0, 1, 0, 1, 1, 1, 1]"
"['she may not swim', 'she may not swim', 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['he can not wiggle', 'he can not wiggle', 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['lily must not swim', 'lily must not swim', 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['petunia should not laugh', 'petunia should not laugh', 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['albus should not sprinkle the croissant', 'albus should not sprinkle the croissant', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['albus should not create the croissant', 'albus should not create the croissant', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['petunia may not eat the strudels', 'petunia may not eat the strudels', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
