Target,Prediction,Source Length
because fred must arrange a souffle since dobby can make the cake a student must eat the eclaires that james must chew,because fred must arrange a souffle since dobby can make the student a must chew the eclaires that lupin must eat,22
since hagrid should assemble the eclaire snape can giggle since dobby should sprinkle the eclaires that albus must arrange,since hagrid should assemble the eclaire dobby snape giggle since albus should sprinkle the eclaires that draco can arrange,19
since george can arrange a eclaire that voldemort can prepare hermione should create the souffle that the witch should chew,since george can arrange a eclaire that voldemort can prepare hermione should create the souffle that the should should,20
since hagrid should jump a professor can sprinkle the strudel which a professor may hide because the wizard may chew the baklava,since hagrid should jump a professor may sprinkle a strudel which the professor may hide the professor can chew the strudel,22
since he can arrange the chocolate harry must jump because voldemort may arrange the croissant,since he can arrange the chocolate harry must jump voldemort may arrange the croissant,15
because lily should eat a baklava harry should create the souffle that voldemort can assemble because snape should chew a souffle,because lily should eat a baklava harry should assemble the souffle that snape should create voldemort can chew a souffle,21
sirius can assemble the pancakes that ron should create because a student should run because voldemort should eat the pancakes,sirius can assemble the pancakes that ron should create because a student should create the pancakes should eat the should,20
since ginny must jump a professor may hide the chocolate that he can create since she should laugh,since ginny must jump a student may create the chocolate that he should hide she may laugh,18
since hagrid may eat the doughnuts hagrid must make the eclaire which harry must eat because neville must chew the doughnuts,since hagrid may eat the doughnuts hagrid must make the eclaire which harry must eat the doughnuts which hagrid must chew,21
Target,Prediction,Source Length
since hermione can walk petunia must not hide many cookies since a wizard must chew a baklava that lupin may assemble,since hermione can walk since must not create many cookies since a wizard may chew a baklava that lupin must hide,20
since the professor should make the eclaire since snape can make the croissants which harry must eat ron must not chew the doughnuts,since the professor should make the eclaire snape can not make the croissants which harry must chew since the must eat the doughnuts,22
since the professor can gobble the eclaires since lily must make a pancake that voldemort should hide she must not hiccup,since the professor can gobble the eclaires since lily must make a pancake that a should hide ron must not hiccup,20
since dobby should laugh the student must not make the doughnuts which petunia can make because she can walk,since dobby should laugh the student must make the doughnuts which petunia can make because student can not walk,18
she must not run because albus should eat the doughnuts that she can hide since draco must hiccup,she must not run because albus should eat the doughnuts that draco student can hide since dobby should hiccup,17
he must not eat the cookie because hermione must gobble the baklava which hagrid should arrange since harry may party,he must not eat the cookie because hermione must gobble since baklava which hagrid should arrange because ron may party,19
since he may prepare the chocolate which a witch must sprinkle vernon may not run,since he may prepare the chocolate which vernon witch must sprinkle a witch may not run,14
because albus may chew the croissants which he must chew because ron should make a cake james should not walk,because albus may chew the croissants which he must chew ron should not make because cake should make walk,19
because lily must chew a cake because lupin may create the cookie that a professor may create petunia may not swim,because lily must chew a cake because mcgonagall may create the cookie a professor may not swim a witch should create the cookie,20
because ron must chew a chocolate because james can eat a souffle vernon must not prepare the doughnuts that hermione must create,because ron must chew a souffle because vernon can party a must not gobble the souffles that the wizard must eat,21
george must not giggle since sirius may prepare a cookie because harry can sprinkle the doughnuts that james can eat,george must not giggle since a wizard may prepare a cookie sirius can sprinkle the doughnuts that james can eat,19
the professor must not assemble the pancakes since ron must chew the souffle since draco can prepare a chocolate,the professor must not assemble the pancakes since ron must chew the souffle draco can prepare a chocolate,18
because she must wiggle a wizard can not sprinkle the baklava which the student may eat,because she must wiggle because wizard can not sprinkle the baklava which the student may eat,15
because the wizard can gobble the eclaire which a professor can gobble snape can not hide the baklava which the wizard should gobble,because the wizard can gobble the eclaire which a can can gobble snape should not hide the baklava which the wizard should gobble,22
mcgonagall must not jump because harry must sprinkle the chocolate because ginny can chew a souffle that she should arrange,mcgonagall must not jump because ginny must sprinkle the souffle because she can jump harry should arrange a chocolate,19
fred must not arrange many souffles that ron should chew because lupin may assemble a cake,fred must not arrange many souffles that ron should chew lupin may not assemble a cake,15
snape must not make the doughnut that she can eat since harry may smile since he may arrange the cookie which she should sprinkle,snape must not make the doughnut that she may since since fred can walk since she may sprinkle the cookie which harry should swim,23
because a professor may create a souffle since he may smile since the witch should laugh the student can not hiccup,because a professor may create a souffle since he may smile since the witch should the doughnuts a student can not hiccup,20
the witch should not hide a strudel since a professor may assemble many baklava because fred must eat a cookie,the witch should not hide a strudel since a professor may assemble a baklava that fred must eat because a may wiggle,19
since hagrid can chew a cake that lupin should prepare because ginny should eat many pancakes albus may not hide a eclaire,since hagrid can chew a croissant that ginny should eat lupin should not prepare because baklava should eat may hide because lupin should giggle,21
since hermione should walk neville should not create the croissants which snape may sprinkle because a witch must prepare a eclaire,since hermione should walk snape should not create the croissants which neville may sprinkle because a witch prepare a eclaire,20
because george must prepare the baklava lupin may not run because the professor must make the pancakes that harry should arrange,because george must prepare the cake lupin may not run because the professor must make the pancakes that the should arrange,20
lily must not create the croissants which lupin must create because lily can eat the croissants since hagrid should arrange the cakes,lily must not create the croissants which lupin must create because hagrid can eat the croissants which lily should arrange the cakes,21
george may not swim because the student must make the baklava that he must assemble because ron should make the chocolates,george may not swim because the student must make the baklava that he must assemble ron should make the chocolates,20
dobby should not create the souffle which snape must assemble since sirius must assemble many pancakes which vernon should gobble,dobby should not create the souffle which hagrid must assemble since draco must should the pancakes which vernon should gobble,19
since neville should create the strudel which a student should sprinkle vernon may not chew a souffle since mcgonagall may party,since neville should create the strudel which a student should chew mcgonagall should not sprinkle a souffle may may may,20
because the witch can wiggle because petunia may hide a cake james must not swim because james should wiggle,because the witch can wiggle petunia may not hide a cake because james must swim james should wiggle,18
vernon can not wiggle since a witch can assemble a strudel because a professor can hiccup,vernon can not wiggle since a witch can assemble a strudel a professor can hiccup,15
because james can hide many chocolates lupin should not walk since a professor must sprinkle a souffle which a professor should eat,because james can wiggle many chocolates lupin must not prepare a professor should sprinkle the doughnuts which a professor should eat,21
because a student may arrange the chocolates because he may wiggle hagrid may not assemble a croissant since petunia may laugh,because a student may arrange the chocolates he may not laugh because hagrid may hide the croissant which petunia may assemble a,20
fred should not sprinkle many souffles which lily must eat because neville can assemble the strudels that voldemort can hide,fred should not sprinkle many souffles which lily can eat because hagrid must assemble the strudels that the can hide,19
the witch must not arrange many cakes since hagrid should chew many eclaires,the witch must not arrange many cakes hagrid should chew many eclaires,12
since sirius can arrange a cookie hagrid should not hide many baklava because lily must hide the doughnut that snape must sprinkle,since sirius can arrange a cookie lily should not hide a baklava hagrid must hide the souffles that snape must sprinkle,21
since ron must wiggle because draco should prepare the doughnuts snape can not prepare a souffle since snape must make the chocolates,since ron must wiggle draco snape should prepare the doughnuts snape can not prepare many doughnuts because snape must make the chocolates,21
