Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
because vernon should arrange the chocolate ron can make many baklava that voldemort should sprinkle,because vernon should arrange the chocolate ron can make a baklava that voldemort should sprinkle,15,15,15,0,1,1,1
because albus should sprinkle the eclaires that hagrid may make vernon may prepare a souffle,because albus should sprinkle the eclaires that hagrid may make vernon may prepare a souffle,15,15,15,1,1,1,1
because harry may hide the cake which the student can sprinkle sirius must hide the cakes that draco should sprinkle,because harry may hide the cake which the student can sprinkle harry must hide the cakes that sirius should sprinkle,20,20,20,0,1,1,1
because hermione must eat a eclaire since a professor may run hermione should eat the pancakes which james should hide,because hermione must eat a eclaire a professor may run since hermione should hide the pancakes which james should eat,20,20,20,0,1,0,0
because dobby can sprinkle a baklava a professor may hide the doughnut that hermione should hide because snape must wiggle,because dobby can sprinkle a baklava a professor may hide the doughnut that snape should hide because hermione must wiggle,20,20,20,0,1,1,1
because neville can arrange many souffles hagrid can make the eclaires,because neville can arrange many souffles hagrid can make the eclaires,11,11,11,1,1,1,1
because she should sprinkle many baklava neville may chew the doughnuts,because she should sprinkle many baklava neville may chew the doughnuts,11,11,11,1,1,1,1
because albus can assemble the cakes a student may giggle,because albus can assemble the cakes a student may giggle,10,10,10,1,1,1,1
because mcgonagall may create the strudel that a student must create a student can jump since vernon must make a souffle,because mcgonagall may create the strudel that a student must create a witch can jump since vernon must make a souffle,21,21,21,0,1,1,1
since hermione must arrange a cookie which lily may assemble neville may eat the cookie because he should create a doughnut,since hermione must arrange a cookie which lily may eat neville may assemble the cookie because he should create a doughnut,21,21,21,0,1,1,1
since sirius should chew the baklava because hermione should prepare a chocolate that albus may hide harry must prepare a doughnut,because sirius should chew the baklava since hermione should prepare a chocolate that albus may hide harry must prepare a doughnut,21,21,21,0,1,1,1
because harry can eat a souffle that voldemort must chew she should arrange the pancakes that james must arrange,because harry can chew a souffle that she must arrange voldemort should prepare the pancakes that james must arrange,19,19,19,0,1,0,1
because hermione must chew a pancake which fred should eat james can prepare the doughnut because fred must walk,because hermione must chew a pancake which fred should prepare fred can eat the doughnut because james must walk,19,19,19,0,1,1,1
since petunia can walk since mcgonagall must party ron can gobble the cakes which hermione can sprinkle,since petunia can walk since mcgonagall must party hermione can gobble the cakes which hermione can sprinkle,17,17,17,0,1,1,1
since hagrid can sprinkle the chocolates that the witch should chew a student may chew a chocolate,since hagrid can sprinkle the chocolates that the witch should chew a student may chew a chocolate,17,17,17,1,1,1,1
since the wizard must hide the pancake mcgonagall should gobble the doughnuts that the witch may assemble,since the wizard must hide the pancake mcgonagall should gobble the doughnuts that the witch may assemble,17,17,17,1,1,1,1
because ginny should prepare a strudel that sirius must sprinkle hermione must sprinkle a doughnut,because ginny should prepare a strudel that sirius must sprinkle hermione must sprinkle a doughnut,15,15,15,1,1,1,1
because albus can arrange the cakes that albus may assemble albus should prepare a croissant,because albus can arrange the cakes that albus may assemble albus should prepare a croissant,15,15,15,1,1,1,1
because petunia should walk the student can arrange the croissants which he may gobble,because petunia should walk the student can arrange the croissants which he may gobble,14,14,14,1,1,1,1
since the witch can hide the pancake which neville can chew james must giggle,since the witch can hide the pancake which neville can chew james must giggle,14,14,14,1,1,1,1
because neville can gobble a eclaire which james may create the professor should assemble the croissants which dobby can assemble,because neville can gobble a eclaire which james may create the professor can assemble the croissants which dobby should assemble,20,20,20,0,1,1,1
because snape should eat the souffles which a wizard may gobble george may assemble the croissants that ron should arrange,because snape may eat the souffles which a wizard should gobble george may arrange the croissants that george may assemble,20,20,20,0,1,1,1
because lupin may create the pancakes which albus should create a wizard should assemble a baklava that petunia must eat,because lupin may create the pancakes which albus should create a wizard should assemble a baklava that petunia must eat,20,20,20,1,1,1,1
because a professor must chew the cookies snape may make the souffle that he can arrange,because a professor must chew the cookies snape may make the souffle that he can arrange,16,16,16,1,1,1,1
since the student can prepare a cake ginny may eat the cakes which vernon may eat,since the student can prepare a cake ginny may eat the cakes which vernon can eat,16,16,16,0,1,1,1
since lupin must hiccup since a professor can make many pancakes snape can arrange the chocolate,since lupin must hiccup since a professor can make many pancakes snape can arrange the chocolate,16,16,16,1,1,1,1
since she must sprinkle the souffles that harry should assemble a witch should hide the chocolates,since she must sprinkle the souffles that harry should assemble a witch should hide the chocolates,16,16,16,1,1,1,1
since a professor must eat a eclaire dobby should sprinkle a cookie,since a professor must eat a eclaire dobby should sprinkle a cookie,12,12,12,1,1,1,1
because the student must chew a cookie voldemort must hide the cookie,because the student must chew a cookie voldemort must hide the cookie,12,12,12,1,1,1,1
because albus may arrange the croissants since lily may prepare the croissants he can prepare the souffle,because albus may arrange the croissants since lily may prepare the croissants he can prepare the souffle,17,17,17,1,1,1,1
since a witch may assemble many eclaires which the professor must prepare the witch should swim,since a witch may assemble many eclaires which the professor must prepare the witch should swim,16,16,16,1,1,1,1
because neville can eat the cakes the professor should eat a souffle that mcgonagall can prepare,because neville can eat the cakes the professor should eat a souffle that mcgonagall can prepare,16,16,16,1,1,1,1
since lily should chew the strudels james should prepare the croissant,since lily should chew the strudels james should prepare the croissant,11,11,11,1,1,1,1
since ron should create the doughnuts lupin should arrange a eclaire,since ron should create the doughnuts lupin should arrange a eclaire,11,11,11,1,1,1,1
since she may chew the chocolates ron can sprinkle the cake,since she may chew the chocolates ron can sprinkle the cake,11,11,11,1,1,1,1
since she may arrange the croissants vernon should eat a souffle,since she may arrange the croissants vernon should eat a souffle,11,11,11,1,1,1,1
since sirius can gobble the doughnut because she should prepare the strudels fred may create the chocolates,since sirius can gobble the doughnut because she should prepare the strudels fred may create the chocolates,17,17,17,1,1,1,1
because a professor should arrange the chocolates because a student should swim james should prepare the eclaire,because a professor should arrange the strudels because a should should laugh james should arrange the eclaire,17,17,17,0,0,N/A,N/A
since the student must gobble a doughnut which the witch should chew lupin must chew the eclaire,since the student must gobble a doughnut which the witch should chew since lupin must chew the eclaire,17,17,18,0,1,0,0
since ron can assemble the chocolate that she may arrange fred can hide the chocolates,since ron can assemble the chocolate that she may arrange fred can hide the chocolates,15,15,15,1,1,1,1
because the witch should jump dobby can eat a croissant which the witch should arrange,because the witch should jump dobby can eat a croissant which the witch should arrange,15,15,15,1,1,1,1
since james should eat a pancake which snape should chew fred can assemble the baklava,since james should eat a pancake which snape should chew fred can assemble the baklava,15,15,15,1,1,1,1
because dobby may assemble the cakes he can make the baklava which hermione may chew,because dobby may assemble the cakes he can make the baklava which hermione may chew,15,15,15,1,1,1,1
since ron should arrange the strudels which fred must prepare fred should sprinkle the strudel,since ron should arrange the strudels which fred must sprinkle fred should prepare the strudel,15,15,15,0,1,1,1
since ginny should arrange the chocolates dobby can assemble the pancakes,since ginny should arrange the chocolates dobby can assemble the pancakes,11,11,11,1,1,1,1
because fred must arrange many doughnuts petunia may assemble the cakes,because fred must arrange many doughnuts petunia may assemble the cakes,11,11,11,1,1,1,1
since petunia must create the doughnut she should eat a croissant,since petunia must create the doughnut she should eat a croissant,11,11,11,1,1,1,1
since mcgonagall can eat a chocolate hermione may chew the eclaires,since mcgonagall can eat a chocolate hermione may chew the eclaires,11,11,11,1,1,1,1
because mcgonagall should sprinkle the doughnut george should eat the chocolates,because mcgonagall should sprinkle the doughnut george should eat the chocolates,11,11,11,1,1,1,1
because fred should eat the cake snape can sprinkle the strudel,because fred should eat the cake snape can sprinkle the strudel,11,11,11,1,1,1,1
since neville must chew a eclaire ginny must make the eclaires,since neville must chew a eclaire ginny must make the eclaires,11,11,11,1,1,1,1
because draco must chew the strudels she must gobble the strudels,because draco must chew the strudels she must gobble the strudels,11,11,11,1,1,1,1
since the witch must arrange the pancakes that dobby should hide sirius can eat the strudel that a student can assemble,since the witch must arrange the pancakes that fred should hide sirius can eat the strudel that a student can assemble,21,21,21,0,1,1,1
because albus can sprinkle the souffle that voldemort can create since hagrid must chew a strudel mcgonagall can prepare the pancakes,because albus can sprinkle the souffle that voldemort can chew since mcgonagall must create a chocolate since hagrid can prepare the strudel,21,21,22,0,1,0,0
because james must arrange a baklava because the professor should arrange the pancake which harry may prepare she must giggle,because james must arrange a baklava because the professor should prepare the pancake which harry must arrange she may giggle,20,20,20,0,1,1,1
because james should chew a strudel that neville may sprinkle since hagrid must hiccup a witch may hide a cookie,because james should chew a strudel that neville may sprinkle since hagrid must hiccup a witch may hide a cookie,20,20,20,1,1,1,1
because a professor may prepare the doughnuts which she must assemble albus should gobble the souffle that lupin must hide,because a professor may prepare the doughnuts which she must assemble albus should gobble the souffle that lupin must hide,20,20,20,1,1,1,1
since hermione can make the chocolate that hermione may create the witch should prepare the chocolates that lily must arrange,since hermione can make the chocolate that hermione may create the witch should prepare the chocolates that lily must arrange,20,20,20,1,1,1,1
because the witch can chew the strudel that lily should assemble albus can gobble the baklava that she may prepare,because the witch can chew the strudel that she should assemble petunia can chew the baklava that she may prepare,20,20,20,0,1,0,1
since petunia must assemble the chocolates she must run,since petunia must assemble the chocolates she must run,9,9,9,1,1,1,1
because she must wiggle harry should create the cake,because she must wiggle harry should create the cake,9,9,9,1,1,1,1
since ron should create the eclaire ron can laugh,since ron should create the eclaire ron can laugh,9,9,9,1,1,1,1
because lily can eat the strudels albus must giggle,because lily can eat the strudels albus must giggle,9,9,9,1,1,1,1
since albus should hide the souffles mcgonagall may party,since albus should hide the souffles mcgonagall may party,9,9,9,1,1,1,1
since the professor should laugh voldemort can arrange the cakes which george may chew,since the professor should laugh voldemort can arrange the cakes which george may chew,14,14,14,1,1,1,1
since james must walk a professor may assemble a cookie that fred must gobble,since james must walk a professor may assemble a cookie that fred must gobble,14,14,14,1,1,1,1
since harry may walk draco should create the baklava that the student can make,since harry should walk draco may create the baklava that the student can make,14,14,14,0,1,1,1
because the student may smile a professor should prepare a strudel,because the student may smile a professor should prepare a strudel,11,11,11,1,1,1,1
because james can create the croissants petunia can gobble a baklava,because james can create the croissants petunia can gobble a baklava,11,11,11,1,1,1,1
because dobby should prepare the cookies ron should hide a baklava,because dobby should prepare the cookies ron should hide a baklava,11,11,11,1,1,1,1
because she must eat the croissant james must assemble the baklava,because she must eat the croissant james must assemble the baklava,11,11,11,1,1,1,1
because ron can assemble the doughnut snape must prepare a cake,because ron can assemble the doughnut snape must prepare a cake,11,11,11,1,1,1,1
since harry can swim hermione should hide the cake that snape must sprinkle,since harry can swim hermione should hide the cake that snape must sprinkle,13,13,13,1,1,1,1
since harry should walk since ron must arrange the chocolate neville must jump,since harry should walk since ron must arrange the chocolate neville must jump,13,13,13,1,1,1,1
because the wizard should assemble the eclaires the professor must arrange the pancake,because the wizard should assemble the eclaires the professor must arrange the pancake,13,13,13,1,1,1,1
since she can hide a souffle which george must arrange petunia may smile,since she can hide a souffle which george must arrange petunia may smile,13,13,13,1,1,1,1
since snape can arrange the cakes petunia may gobble many baklava which she can prepare,since snape can arrange the cakes petunia may gobble many baklava which she can prepare,15,15,15,1,1,1,1
since she can prepare the cakes fred must arrange the croissant which george may prepare,since she can prepare the cakes fred must arrange the croissant which george may prepare,15,15,15,1,1,1,1
because he should gobble the strudel james must eat a cake which voldemort can make,because he should gobble the strudel james must eat a cake which voldemort can make,15,15,15,1,1,1,1
because he must make the croissants that hagrid may gobble a student may create the eclaires,because he must make the croissants that hagrid may gobble a student may create the eclaires,16,16,16,1,1,1,1
because ron must create a souffle which he should arrange albus must arrange a pancake,because ron must create a souffle which he should arrange albus must arrange a pancake,15,15,15,1,1,1,1
because sirius should smile voldemort must make many souffles,because sirius should smile voldemort must make many souffles,9,9,9,1,1,1,1
because ron should jump dobby must sprinkle the souffle,because ron should jump dobby must sprinkle the souffle,9,9,9,1,1,1,1
because draco must hide the cookies draco can party,because draco must hide the cookies draco can party,9,9,9,1,1,1,1
since ginny should run fred can sprinkle the cookie,since ginny should run fred can sprinkle the cookie,9,9,9,1,1,1,1
since dobby can assemble the chocolates hermione must smile,since dobby can assemble the chocolates hermione must smile,9,9,9,1,1,1,1
because harry should make the cookie which harry must make the professor must sprinkle the chocolates which a wizard can hide,because harry should make the cookie which harry must make the wizard must sprinkle the chocolates which a professor can hide,21,21,21,0,1,1,1
since james may hide the doughnuts that fred may hide george must arrange the cake since james can sprinkle a chocolate,since james may hide the doughnuts fred may hide the doughnuts that fred must hide since james may create a chocolate,21,21,21,0,1,0,0
since petunia may chew the doughnuts draco should create the eclaires that petunia must assemble,since petunia may chew the doughnuts draco should create the eclaires that petunia must assemble,15,15,15,1,1,1,1
since albus should hide the doughnut that hermione should chew ginny may hide a pancake,since albus should hide the doughnut that hermione should chew ginny may hide a pancake,15,15,15,1,1,1,1
because the professor may make the souffle that a student can gobble hagrid may smile,because the professor may make the souffle that a student can gobble hagrid may smile,15,15,15,1,1,1,1
because hagrid should chew the eclaires mcgonagall should make a chocolate which a professor may eat,because hagrid should chew the eclaires mcgonagall should make a chocolate which a professor may eat,16,16,16,1,1,1,1
since mcgonagall can run voldemort may create the strudels that draco can hide,since mcgonagall can run voldemort may create the strudels that draco can hide,13,13,13,1,1,1,1
since dobby must gobble the cookie that he must sprinkle hermione must smile,since dobby must gobble the cookie that he must sprinkle hermione must smile,13,13,13,1,1,1,1
because dobby should assemble the croissants that vernon may chew he must hiccup,because dobby should assemble the croissants that vernon may chew he must hiccup,13,13,13,1,1,1,1
since snape should giggle harry can party because vernon should create a cookie,since snape should party vernon can create because harry should create a cookie,13,13,13,0,1,1,1
because neville must swim dobby may create a eclaire that fred should eat,because neville must swim dobby may create a eclaire that fred should eat,13,13,13,1,1,1,1
since voldemort must giggle fred may prepare the chocolates which vernon can sprinkle,since voldemort must giggle fred may prepare the chocolates which vernon can sprinkle,13,13,13,1,1,1,1
since lupin should smile voldemort should hide the baklava that vernon should assemble,since lupin should smile voldemort should hide the baklava that vernon should assemble,13,13,13,1,1,1,1
since a student should arrange a chocolate the student should hide the croissant,since a student should arrange a chocolate the student should hide the croissant,13,13,13,1,1,1,1
because harry can jump neville should make a eclaire,because harry can jump neville should make a eclaire,9,9,9,1,1,1,1
because harry can make many eclaires voldemort must hiccup,because harry can make many eclaires voldemort must hiccup,9,9,9,1,1,1,1
since petunia must eat the eclaire harry must hiccup,since petunia must eat the eclaire harry must hiccup,9,9,9,1,1,1,1
since george may giggle harry should gobble the chocolate,since george may giggle harry should gobble the chocolate,9,9,9,1,1,1,1
because george should make the chocolates sirius should giggle,because george should make the chocolates sirius should giggle,9,9,9,1,1,1,1
because the witch must run harry must chew the pancake,because the witch must run harry must chew the pancake,10,10,10,1,1,1,1
since the wizard must smile sirius must arrange the doughnuts,since the wizard must smile sirius must arrange the doughnuts,10,10,10,1,1,1,1
because snape may wiggle a professor must eat the doughnut,because snape may wiggle a professor must eat the doughnut,10,10,10,1,1,1,1
because sirius may hide the eclaires that hagrid should hide he should assemble a souffle which the wizard may hide because fred should swim,because sirius may hide the eclaires that hagrid should hide because he may assemble a souffle which the wizard should assemble fred should hide,24,24,24,0,1,0,0
because harry should hiccup mcgonagall may sprinkle the doughnuts which vernon can hide since the witch may sprinkle a cookie which lupin should hide,because harry may sprinkle the doughnut vernon should sprinkle the souffles which lupin may hide since a student may hide the cookie,24,24,22,0,1,0,0
since lily may hide the chocolate mcgonagall should create a pancake,since lily may hide the chocolate mcgonagall should create a pancake,11,11,11,1,1,1,1
since draco can make the souffle neville must create the croissant,since draco can make the souffle neville must create the croissant,11,11,11,1,1,1,1
since james must prepare the cookies mcgonagall can prepare the cakes,since james must prepare the cookies mcgonagall can prepare the cakes,11,11,11,1,1,1,1
since lily should chew a pancake fred can create a souffle,since lily should chew a pancake fred can create a souffle,11,11,11,1,1,1,1
because a witch should gobble a cookie that mcgonagall must gobble since mcgonagall may assemble the pancakes that albus must create ginny can hiccup,because a witch should gobble a cookie that mcgonagall must gobble since mcgonagall must assemble the pancakes that mcgonagall can create albus must hiccup,24,24,24,0,1,1,1
because ginny must walk since george may arrange a croissant which the professor may sprinkle petunia may hide the cookies that sirius may prepare,because ginny must walk since george may arrange a croissant that ginny may sprinkle the professor may prepare the cookies which harry may hide,24,24,24,0,1,0,1
since the wizard should chew the baklava that voldemort must create vernon should make a cake which mcgonagall must sprinkle,since the wizard should chew the baklava that voldemort must create vernon should make a cake which mcgonagall must sprinkle,20,20,20,1,1,1,1
because the professor should chew a pancake that voldemort should prepare petunia should arrange the eclaires that ron should chew,because the professor should chew a pancake that voldemort should prepare petunia should arrange the eclaires that petunia should chew,20,20,20,0,1,1,1
because draco should arrange the souffles that albus should chew a witch should hide the cake that harry should hide,because draco should arrange the souffles that albus should chew a witch should hide the cake that harry should hide,20,20,20,1,1,1,1
because harry may prepare the eclaires that vernon can gobble because the witch can laugh snape must create the cake,because harry may prepare the eclaires that vernon can gobble because snape can create the chocolate because the witch must party,20,20,21,0,1,0,0
because lily must arrange the cake draco must prepare the cakes which snape should eat,because lily must arrange the cake draco must prepare the cakes which snape should eat,15,15,15,1,1,1,1
because vernon can hide the eclaires vernon may prepare the cookies which albus may sprinkle,because vernon can hide the eclaires vernon may prepare the cookies which albus may sprinkle,15,15,15,1,1,1,1
because hagrid may assemble the cookie george must eat a cookie which sirius must make,because hagrid may assemble the cookie george must eat a cookie which sirius must make,15,15,15,1,1,1,1
since a professor should sprinkle the cakes which a student must chew a professor should prepare the croissant which the student should hide,since a professor should sprinkle the cakes which a professor must chew a student should prepare the cakes which the student should hide,23,23,23,0,1,1,1
because a professor should make the pancakes that a student may hide harry must create many doughnuts,because a professor should make the pancakes that a student may hide harry must create many doughnuts,17,17,17,1,1,1,1
because albus may prepare the strudel a professor must gobble the pancakes because hermione can assemble the chocolates that she can eat,because albus may prepare the strudel a professor must gobble the pancakes because ron can assemble the chocolates that she can eat,22,22,22,0,1,1,1
because dobby should jump snape should sprinkle the croissants,because dobby should jump snape should sprinkle the croissants,9,9,9,1,1,1,1
since the wizard should walk petunia must wiggle,since the wizard should walk petunia must wiggle,8,8,8,1,1,1,1
since a witch should hiccup petunia should smile,since a witch should hiccup petunia should smile,8,8,8,1,1,1,1
since neville must arrange the baklava the witch should prepare the cakes which the wizard must eat,since neville must arrange the baklava the wizard should prepare the cakes which the witch must eat,17,17,17,0,1,1,1
since ginny may prepare many eclaires draco may gobble many cakes because voldemort may chew the baklava,since ginny may prepare many eclaires voldemort may gobble many cakes because harry may chew the baklava,17,17,17,0,1,1,1
because vernon must prepare the cookies that james must create since draco should chew a strudel the professor must arrange a cake,because vernon must prepare the cookies that draco must create since james should chew a strudel since the professor must arrange,22,22,21,0,1,0,0
since fred should jump the student may prepare a cake,since fred should jump the student may prepare a cake,10,10,10,1,1,1,1
because the wizard can run voldemort may gobble the cookies,because the wizard can run voldemort may gobble the cookies,10,10,10,1,1,1,1
because the professor may assemble the croissants dobby must hide a strudel,because the professor may assemble the croissants dobby must hide a strudel,12,12,12,1,1,1,1
since neville must sprinkle a doughnut a wizard can create the eclaires,since neville must sprinkle a doughnut a wizard can create the eclaires,12,12,12,1,1,1,1
because a wizard should make the cookie he must create the cookies that dobby may create,because a wizard should make the cookie he must create the cookies that dobby may create,16,16,16,1,1,1,1
because george can create the strudels which mcgonagall must eat a professor may jump,because george can create the strudels which mcgonagall must eat a professor may jump,14,14,14,1,1,1,1
since a professor must chew the croissants which hermione can make mcgonagall can make a souffle which she must eat,since a professor must chew the croissants which hermione can make since can make a souffle which she must eat,20,20,20,0,0,N/A,N/A
because a professor must eat the souffle fred should assemble the pancake,because a professor must eat the souffle fred should assemble the pancake,12,12,12,1,1,1,1
since snape must make the eclaires a professor can prepare the pancakes,since snape must make the eclaires a professor can prepare the pancakes,12,12,12,1,1,1,1
because sirius should arrange the baklava a wizard should prepare the croissant,because sirius should arrange the baklava a wizard should prepare the croissant,12,12,12,1,1,1,1
because the wizard should jump a professor must prepare the chocolate that albus can sprinkle,because the wizard should jump a professor must prepare the chocolate that albus can sprinkle,15,15,15,1,1,1,1
since petunia must arrange the pancakes since voldemort should gobble a souffle lily must giggle,since petunia must arrange the pancakes since voldemort should gobble a souffle lily must giggle,15,15,15,1,1,1,1
since she should chew a chocolate neville should gobble a pancake that lupin must gobble,since she should chew a chocolate neville should gobble a pancake that lupin must gobble,15,15,15,1,1,1,1
because fred should prepare a cake that harry may create george must hide the baklava,because fred should prepare a cake that george may create harry must hide the baklava,15,15,15,0,1,1,1
because ron should eat the baklava lupin must gobble the pancakes which neville may eat,because ron should eat the baklava lupin must gobble the pancakes which neville may eat,15,15,15,1,1,1,1
because harry can sprinkle the croissants lily must gobble the strudel,because harry can sprinkle the croissants lily must gobble the strudel,11,11,11,1,1,1,1
because the student may prepare the baklava he should hide many souffles,because the student may prepare the baklava he should hide many souffles,12,12,12,1,1,1,1
because hermione can make many doughnuts the wizard should hide the eclaires,because hermione can make many doughnuts the wizard should hide the eclaires,12,12,12,1,1,1,1
because the witch should walk because james may smile snape can arrange many eclaires that snape must hide,because the witch should walk because james may smile snape can arrange many eclaires that snape must hide,18,18,18,1,1,1,1
since albus can sprinkle many doughnuts which a professor must sprinkle a witch must arrange the baklava,since albus can sprinkle many doughnuts which a professor must sprinkle a witch must arrange the baklava,17,17,17,1,1,1,1
