source	target	prediction
mcgonagall may hide a souffle <eos>	mcgonagall may not hide a souffle <eos>	mcgonagall may not hide a souffle <eos>
the student should hiccup <eos>	the student should not hiccup <eos>	the student should not hiccup <eos>
petunia must create the croissant <eos>	petunia must create the croissant <eos>	petunia must create the croissant <eos>
snape can create the eclaire <eos>	snape can create the eclaire <eos>	snape can create the eclaire <eos>
ginny must create the cake <eos>	ginny must create the cake <eos>	ginny must create the cake <eos>
mcgonagall can create the cakes <eos>	mcgonagall can create the cakes <eos>	mcgonagall can create the cakes <eos>
because ginny can hide the cookie since albus can laugh dobby can create the chocolates that ginny should eat <eos>	because ginny can hide the cookie since albus can laugh dobby can not create the chocolates that ginny should eat <eos>	because ginny can hide the cookie since albus can laugh dobby can not create the chocolates that ginny should eat <eos>
since draco may make the cake that ginny should prepare george can gobble the croissants that dobby must sprinkle <eos>	since draco may make the cake that ginny should prepare george can not gobble the croissants that dobby must sprinkle <eos>	since draco may make the cake that ginny should prepare george can not gobble the croissants that dobby must sprinkle <eos>
because a student should assemble a baklava he must create the cookies since the witch must make the pancake <eos>	because a student should assemble a baklava he must not create the cookies since the witch must make the pancake <eos>	because a student should assemble a baklava he must not create the cookies since the witch must make the pancake <eos>
since the witch should create the cake because ginny should chew many baklava harry can prepare the souffles <eos>	since the witch should create the cake because ginny should chew many baklava harry can not prepare the souffles <eos>	since the witch should create the cake because ginny should chew many baklava harry can not prepare the souffles <eos>
albus can gobble a baklava that dobby must gobble since snape can hide the souffles that mcgonagall must hide <eos>	albus can gobble a baklava that dobby must gobble since snape can hide the souffles that mcgonagall must hide <eos>	albus can gobble a baklava that dobby must gobble since snape can hide the souffles that mcgonagall must hide <eos>
he can prepare a cookie that lily should prepare <eos>	he can not prepare a cookie that lily should prepare <eos>	he can not prepare a cookie that lily should prepare <eos>
she must chew a cake that neville can prepare <eos>	she must not chew a cake that neville can prepare <eos>	she must not chew a cake that neville can prepare <eos>
dobby must prepare the baklava that he should make <eos>	dobby must not prepare the baklava that he should make <eos>	dobby must not prepare the baklava that he should make <eos>
lily can hide the doughnuts that he can create <eos>	lily can not hide the doughnuts that he can create <eos>	lily can not hide the doughnuts that he can create <eos>
hagrid should prepare the cakes that fred may gobble <eos>	hagrid should not prepare the cakes that fred may gobble <eos>	hagrid should not prepare the cakes that fred may gobble <eos>
snape may prepare many souffles which lupin may arrange <eos>	snape may prepare many souffles which lupin may arrange <eos>	snape may prepare many souffles which lupin may arrange <eos>
ron may assemble the chocolates that draco should arrange <eos>	ron may assemble the chocolates that draco should arrange <eos>	ron may assemble the chocolates that draco should arrange <eos>
dobby should hide many souffles that draco must arrange <eos>	dobby should hide many souffles that draco must arrange <eos>	dobby should hide many souffles that draco must arrange <eos>
lily can create the croissants that snape should gobble <eos>	lily can create the croissants that snape should gobble <eos>	lily can create the croissants that snape should gobble <eos>
george should make the croissants that lily may make <eos>	george should make the croissants that lily may make <eos>	george should make the croissants that lily may make <eos>
voldemort can prepare the cake <eos>	voldemort can not prepare the cake <eos>	voldemort can not prepare the cake <eos>
the witch can sprinkle the chocolates <eos>	the witch can sprinkle the chocolates <eos>	the witch can sprinkle the chocolates <eos>
hagrid can assemble the souffles <eos>	hagrid can not assemble the souffles <eos>	hagrid can not assemble the souffles <eos>
hagrid must prepare the baklava <eos>	hagrid must not prepare the baklava <eos>	hagrid must not prepare the baklava <eos>
snape can make the strudels <eos>	snape can not make the strudels <eos>	snape can not make the strudels <eos>
lupin must prepare many baklava which james may chew <eos>	lupin must prepare many baklava which james may chew <eos>	lupin must prepare many baklava which james may chew <eos>
he must chew the cakes that he must gobble <eos>	he must chew the cakes that he must gobble <eos>	he must chew the cakes that he must gobble <eos>
james can create the cakes that ron should make <eos>	james can create the cakes that ron should make <eos>	james can create the cakes that ron should make <eos>
he should hide a cookie which petunia may hide <eos>	he should hide a cookie which petunia may hide <eos>	he should hide a cookie which petunia may hide <eos>
petunia should hide the cookies that mcgonagall should hide <eos>	petunia should hide the cookies that mcgonagall should hide <eos>	petunia should hide the cookies that mcgonagall should hide <eos>
ginny should hide a cookie <eos>	ginny should hide a cookie <eos>	ginny should hide a cookie <eos>
hagrid should make the cakes <eos>	hagrid should make the cakes <eos>	hagrid should make the cakes <eos>
ron should eat a cookie <eos>	ron should eat a cookie <eos>	ron should eat a cookie <eos>
vernon must create the chocolate <eos>	vernon must create the chocolate <eos>	vernon must create the chocolate <eos>
snape may assemble the souffle <eos>	snape may assemble the souffle <eos>	snape may assemble the souffle <eos>
a student should hide a souffle <eos>	a student should hide a souffle <eos>	a student should hide a souffle <eos>
hermione must assemble the croissant <eos>	hermione must not assemble the croissant <eos>	hermione must not assemble the croissant <eos>
he should chew the pancakes <eos>	he should not chew the pancakes <eos>	he should not chew the pancakes <eos>
a student must eat the cakes <eos>	a student must eat the cakes <eos>	a student must eat the cakes <eos>
george must chew many chocolates <eos>	george must not chew many chocolates <eos>	george must not chew many chocolates <eos>
a professor can chew the croissants <eos>	a professor can not chew the croissants <eos>	a professor can not chew the croissants <eos>
the professor can make a strudel <eos>	the professor can not make a strudel <eos>	the professor can not make a strudel <eos>
a student should make many souffles <eos>	a student should not make many souffles <eos>	a student should not make many souffles <eos>
he should arrange the souffles <eos>	he should not arrange the souffles <eos>	he should not arrange the souffles <eos>
lupin should sprinkle the pancakes <eos>	lupin should not sprinkle the pancakes <eos>	lupin should not sprinkle the pancakes <eos>
because james can create a eclaire that albus must gobble a professor must assemble the cookie <eos>	because james can create a eclaire that albus must gobble a professor must not assemble the cookie <eos>	because james can create a eclaire that albus must gobble a professor must not assemble the cookie <eos>
harry should party because mcgonagall can jump since harry may make the chocolates that snape must assemble <eos>	harry should party because mcgonagall can jump since harry may make the chocolates that snape must assemble <eos>	harry should party because mcgonagall can jump since harry may make the chocolates that snape must assemble <eos>
because the witch must arrange the cakes that harry may hide harry can create the pancake <eos>	because the witch must arrange the cakes that harry may hide harry can not create the pancake <eos>	because the witch must arrange the cakes that harry may hide harry can not create the pancake <eos>
because a professor should gobble many pancakes neville should create the cookies that ron may sprinkle <eos>	because a professor should gobble many pancakes neville should not create the cookies that ron may sprinkle <eos>	because a professor should gobble many pancakes neville should not create the cookies that ron may sprinkle <eos>
since the professor must arrange the doughnut since james may assemble the baklava he may party <eos>	since the professor must arrange the doughnut since james may assemble the baklava he may not party <eos>	since the professor must arrange the doughnut since james may assemble the baklava he may not party <eos>
since petunia may arrange a strudel that the student may eat a wizard should hide the souffle because lupin may make the cakes <eos>	since petunia may arrange a strudel that the student may eat a wizard should not hide the souffle because lupin may make the cakes <eos>	since petunia may arrange a strudel that the student may eat a wizard should not hide the souffle because lupin may hide <eos>
since the wizard must eat a baklava lupin may hide the cookies since voldemort should hide the croissant that he may create <eos>	since the wizard must eat a baklava lupin may not hide the cookies since voldemort should hide the croissant that he may create <eos>	since the wizard must eat a baklava lupin may not hide the cookies since voldemort should hide the croissant that he should hide <eos>
since the witch must gobble the doughnuts which lupin can assemble mcgonagall must eat a cookie which the student should prepare <eos>	since the witch must gobble the doughnuts which lupin can assemble mcgonagall must not eat a cookie which the student should prepare <eos>	since the witch must gobble the doughnuts which lupin can assemble mcgonagall must not eat a cookie which the student should prepare <eos>
because george can sprinkle a chocolate that vernon may gobble fred must gobble the souffles since dobby can make the doughnut <eos>	because george can sprinkle a chocolate that vernon may gobble fred must not gobble the souffles since dobby can make the doughnut <eos>	because george can sprinkle a chocolate that vernon may gobble fred must not gobble the souffles since dobby can make the souffles <eos>
since a professor must run since he may create the eclaire a student may chew the doughnuts because he should hiccup <eos>	since a professor must run since he may create the eclaire a student may not chew the doughnuts because he should hiccup <eos>	since a professor must run since he may create the eclaire a student may not chew the doughnuts because he should chew <eos>
the wizard must arrange the croissant that albus must make <eos>	the wizard must not arrange the croissant that albus must make <eos>	the wizard must not arrange the croissant that albus must make <eos>
since vernon should hide the souffles neville must assemble many cakes <eos>	since vernon should hide the souffles neville must assemble many cakes <eos>	since vernon should hide the souffles neville must assemble many cakes <eos>
she should eat the baklava since neville may make the cakes <eos>	she should eat the baklava since neville may make the cakes <eos>	she should eat the baklava since neville may make the cakes <eos>
a professor can gobble the strudels which lily must make <eos>	a professor can not gobble the strudels which lily must make <eos>	a professor can not gobble the strudels which lily must make <eos>
james must assemble a cake that the professor can prepare <eos>	james must not assemble a cake that the professor can prepare <eos>	james must not assemble a cake that the professor can prepare <eos>
a student must smile <eos>	a student must smile <eos>	a student must smile <eos>
a professor should run <eos>	a professor should run <eos>	a professor should run <eos>
the professor should run <eos>	the professor should run <eos>	the professor should run <eos>
fred may walk <eos>	fred may not walk <eos>	fred may not walk <eos>
ginny must swim <eos>	ginny must not swim <eos>	ginny must not swim <eos>
ron must swim <eos>	ron must not swim <eos>	ron must not swim <eos>
mcgonagall should smile <eos>	mcgonagall should not smile <eos>	mcgonagall should not smile <eos>
sirius must walk <eos>	sirius must not walk <eos>	sirius must not walk <eos>
ginny should walk <eos>	ginny should not walk <eos>	ginny should not walk <eos>
a witch must swim <eos>	a witch must swim <eos>	a witch must swim <eos>
a witch must arrange a cake <eos>	a witch must arrange a cake <eos>	a witch must arrange a cake <eos>
sirius must prepare the cake <eos>	sirius must not prepare the cake <eos>	sirius must not prepare the cake <eos>
a student may make the cookie <eos>	a student may make the cookie <eos>	a student may make the cookie <eos>
a student must sprinkle a croissant <eos>	a student must sprinkle a croissant <eos>	a student must sprinkle a croissant <eos>
sirius can gobble a souffle <eos>	sirius can not gobble a souffle <eos>	sirius can not gobble a souffle <eos>
vernon should laugh <eos>	vernon should laugh <eos>	vernon should laugh <eos>
lupin must hiccup <eos>	lupin must hiccup <eos>	lupin must hiccup <eos>
voldemort must party <eos>	voldemort must party <eos>	voldemort must party <eos>
fred must run <eos>	fred must run <eos>	fred must run <eos>
petunia must swim <eos>	petunia must swim <eos>	petunia must swim <eos>
a student may create the doughnuts <eos>	a student may not create the doughnuts <eos>	a student may not create the doughnuts <eos>
the witch may gobble the croissants <eos>	the witch may not gobble the croissants <eos>	the witch may not gobble the croissants <eos>
the student may make the cake <eos>	the student may not make the cake <eos>	the student may not make the cake <eos>
hermione must wiggle because albus should laugh <eos>	hermione must wiggle because albus should laugh <eos>	hermione must wiggle because albus should laugh <eos>
a professor can prepare a chocolate <eos>	a professor can not prepare a chocolate <eos>	a professor can not prepare a chocolate <eos>
vernon must hide the chocolate since the wizard should create a cake <eos>	vernon must hide the chocolate since the wizard should create a cake <eos>	vernon must hide the chocolate since the wizard should create a cake <eos>
ron may prepare a eclaire because dobby should gobble a chocolate <eos>	ron may not prepare a eclaire because dobby should gobble a chocolate <eos>	ron may not prepare a eclaire because dobby should gobble a chocolate <eos>
mcgonagall must gobble the cookie because fred may make many strudels <eos>	mcgonagall must not gobble the cookie because fred may make many strudels <eos>	mcgonagall must not gobble the cookie because fred may make many strudels <eos>
because lupin must gobble the souffle lupin must make the baklava <eos>	because lupin must gobble the souffle lupin must not make the baklava <eos>	because lupin must gobble the souffle lupin must not make the baklava <eos>
hagrid can arrange the cakes since she should make many cakes <eos>	hagrid can not arrange the cakes since she should make many cakes <eos>	hagrid can not arrange the cakes since she should make many cakes <eos>
ron must sprinkle the croissants <eos>	ron must not sprinkle the croissants <eos>	ron must not sprinkle the croissants <eos>
mcgonagall should prepare a baklava <eos>	mcgonagall should not prepare a baklava <eos>	mcgonagall should not prepare a baklava <eos>
a wizard may create the chocolates <eos>	a wizard may create the chocolates <eos>	a wizard may create the chocolates <eos>
