Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
"['since dobby must sprinkle the cakes lily may jump because the witch should create many eclaires that neville should chew', 'since dobby must sprinkle the cakes lily may jump because the witch should create the cakes that neville should chew', 20, 20, 20, 0, 1, 1, 1]"
"['since the wizard can assemble the cakes because harry should eat the souffle that hagrid must gobble albus must jump', 'since the wizard can assemble the cakes that the professor should eat because fred must jump because draco must gobble', 20, 20, 20, 0, 1, 0, 0]"
"['hagrid should walk because the professor may prepare the pancakes that draco must arrange because draco must hide the chocolate', 'hagrid should walk because the professor may prepare the pancakes that draco must arrange because the professor must arrange draco chocolate', 20, 20, 21, 0, 0, 'N/A', 'N/A']"
"['since harry should make a doughnut which a professor may prepare fred should sprinkle the pancake which vernon should make', 'since harry should make a doughnut which a professor may prepare fred should sprinkle the pancake which vernon should make', 20, 20, 20, 1, 1, 1, 1]"
"['petunia can make many strudels', 'petunia can make many strudels', 5, 5, 5, 1, 1, 1, 1]"
"['lily should hide the souffles', 'lily should hide the souffles', 5, 5, 5, 1, 1, 1, 1]"
"['vernon can chew the croissants', 'vernon can chew the croissants', 5, 5, 5, 1, 1, 1, 1]"
"['vernon may eat the chocolate', 'vernon may eat the chocolate', 5, 5, 5, 1, 1, 1, 1]"
"['mcgonagall must sprinkle the cakes', 'mcgonagall must sprinkle the cakes', 5, 5, 5, 1, 1, 1, 1]"
"['the professor must assemble the souffle because ginny should sprinkle the chocolates because dobby may hide a eclaire', 'the professor must assemble the souffle because ginny should sprinkle the chocolates because dobby may hide a eclaire', 18, 18, 18, 1, 1, 1, 1]"
"['because the professor should walk ron should run because ginny may hide the strudel that dobby can create', 'because the professor should walk because ron may run ginny should hide the strudel that dobby can create', 18, 18, 18, 0, 1, 0, 0]"
"['vernon should prepare a strudel since mcgonagall must create the strudels because draco should sprinkle a strudel', 'vernon should prepare a strudel since mcgonagall must create the strudels because draco should sprinkle a strudel', 17, 17, 17, 1, 1, 1, 1]"
"['because albus must eat the croissant that a professor can assemble hermione may hide a souffle', 'because albus must eat the croissant that a professor can assemble hermione may hide a souffle', 16, 16, 16, 1, 1, 1, 1]"
"['harry should arrange the cakes since lily should chew the strudels', 'harry should arrange the cakes since lily should chew the strudels', 11, 11, 11, 1, 1, 1, 1]"
"['vernon should eat many strudels that albus may make', 'vernon should eat many strudels that albus may make', 9, 9, 9, 1, 1, 1, 1]"
"['lupin should hide the cake that draco must assemble', 'lupin should hide the cake that draco must assemble', 9, 9, 9, 1, 1, 1, 1]"
"['draco can eat the cookies which he must arrange', 'draco can eat the cookies which he must arrange', 9, 9, 9, 1, 1, 1, 1]"
"['lily may make the doughnut which voldemort must gobble', 'lily may make the doughnut which voldemort must gobble', 9, 9, 9, 1, 1, 1, 1]"
"['ginny may assemble a eclaire which james must create', 'ginny may assemble a eclaire which james must create', 9, 9, 9, 1, 1, 1, 1]"
"['lupin can make the baklava since snape may gobble many cookies since albus may assemble the cake', 'lupin can make the baklava since snape may gobble many cookies since albus may assemble the cake', 17, 17, 17, 1, 1, 1, 1]"
"['a witch should gobble a pancake because a wizard should eat the cookies which mcgonagall should assemble', 'a witch should gobble a pancake because a wizard should eat the cookies which mcgonagall should assemble', 17, 17, 17, 1, 1, 1, 1]"
"['fred may create the pancake that neville may assemble because hermione may chew a doughnut that sirius can chew', 'fred may create the pancake that neville may assemble because hermione may chew a doughnut that sirius may chew', 19, 19, 19, 0, 1, 1, 1]"
"['because she may wiggle albus should arrange a baklava that lily should eat since albus can eat a chocolate', 'because she may wiggle albus should eat a baklava that petunia should eat since dobby can prepare a chocolate', 19, 19, 19, 0, 1, 1, 1]"
"['ginny should gobble the strudels that she should prepare since lupin can gobble many cakes', 'ginny should gobble the strudels that she should prepare since lupin can gobble many cakes', 15, 15, 15, 1, 1, 1, 1]"
"['albus can eat the eclaires which harry must eat because he can sprinkle the pancake', 'albus can eat the eclaires which harry must eat because he can sprinkle the pancake', 15, 15, 15, 1, 1, 1, 1]"
"['since a professor should swim hermione may make the doughnuts which the wizard must chew', 'since a professor should swim hermione may make the doughnuts which the wizard must chew', 15, 15, 15, 1, 1, 1, 1]"
"['he should make the strudels because fred must hide a strudel which neville must prepare', 'he should make the strudels because fred must hide a strudel which neville must prepare', 15, 15, 15, 1, 1, 1, 1]"
"['the witch must hide a baklava', 'the witch must hide a baklava', 6, 6, 6, 1, 1, 1, 1]"
"['a wizard must gobble a doughnut', 'a wizard must gobble a doughnut', 6, 6, 6, 1, 1, 1, 1]"
"['the wizard can hide the chocolates', 'the wizard can hide the chocolates', 6, 6, 6, 1, 1, 1, 1]"
"['because a student may sprinkle the strudels which vernon must hide fred can hiccup', 'because a student may sprinkle the strudels which vernon must hide fred can hiccup', 14, 14, 14, 1, 1, 1, 1]"
"['fred may run because draco must chew the baklava that mcgonagall must prepare', 'fred may run because draco must chew the baklava that mcgonagall must prepare', 13, 13, 13, 1, 1, 1, 1]"
"['hagrid must assemble a eclaire that james can chew since voldemort can wiggle', 'hagrid must assemble a eclaire that james can chew since voldemort can wiggle', 13, 13, 13, 1, 1, 1, 1]"
"['since sirius must assemble a doughnut that ginny may hide she may make the cake', 'since sirius must assemble a doughnut that ginny may hide she may make the cake', 15, 15, 15, 1, 1, 1, 1]"
"['because vernon can arrange the croissants hagrid can create the cake which harry may gobble', 'because vernon can arrange the croissants hagrid can create the cake which harry may gobble', 15, 15, 15, 1, 1, 1, 1]"
"['since mcgonagall should prepare the pancakes lupin must arrange the croissants which snape can create', 'since mcgonagall should prepare the pancakes lupin must arrange the croissants which snape can create', 15, 15, 15, 1, 1, 1, 1]"
"['albus should make the baklava that voldemort must prepare', 'albus should make the baklava that voldemort must prepare', 9, 9, 9, 1, 1, 1, 1]"
"['albus must hide the pancakes which lupin must chew', 'albus must hide the pancakes which lupin must chew', 9, 9, 9, 1, 1, 1, 1]"
"['the witch must jump since she must laugh', 'the witch must jump since she must laugh', 8, 8, 8, 1, 1, 1, 1]"
"['a professor can eat the cookies', 'a professor can eat the cookies', 6, 6, 6, 1, 1, 1, 1]"
"['the student may create many chocolates', 'the student may create many chocolates', 6, 6, 6, 1, 1, 1, 1]"
"['ginny should prepare the baklava which snape should assemble', 'ginny should prepare the baklava which snape should assemble', 9, 9, 9, 1, 1, 1, 1]"
"['hermione can eat the cookies which james can make', 'hermione can eat the cookies which james can make', 9, 9, 9, 1, 1, 1, 1]"
"['vernon may arrange the baklava that she must eat', 'vernon may arrange the baklava that she must eat', 9, 9, 9, 1, 1, 1, 1]"
"['lupin should sprinkle the croissant that ron should chew', 'lupin should sprinkle the croissant that ron should chew', 9, 9, 9, 1, 1, 1, 1]"
"['a witch must arrange the doughnuts that albus must hide', 'a witch must arrange the doughnuts that albus must hide', 10, 10, 10, 1, 1, 1, 1]"
"['voldemort should sprinkle the cakes which a professor can arrange', 'voldemort should sprinkle the cakes which a professor can arrange', 10, 10, 10, 1, 1, 1, 1]"
"['the student must prepare the croissants which dobby must prepare', 'the student must prepare the croissants which dobby must prepare', 10, 10, 10, 1, 1, 1, 1]"
"['mcgonagall must prepare many chocolates that the witch may hide', 'mcgonagall must prepare many chocolates that the witch may hide', 10, 10, 10, 1, 1, 1, 1]"
"['a wizard can gobble the cookies since mcgonagall may assemble the doughnuts', 'a wizard can gobble the cookies since mcgonagall may assemble the doughnuts', 12, 12, 12, 1, 1, 1, 1]"
"['because he can make the strudels a witch must arrange a chocolate', 'because he can make the strudels a witch must arrange a chocolate', 12, 12, 12, 1, 1, 1, 1]"
"['hermione can sprinkle the cookies because the professor can hide the chocolates', 'hermione can sprinkle the cookies because the professor can hide the chocolates', 12, 12, 12, 1, 1, 1, 1]"
"['she must prepare a baklava that a student may gobble because the professor can chew the cake because sirius should hide the cookies', 'she must prepare a baklava that a student may gobble because the professor can chew the cake because sirius should hide the cookies', 23, 23, 23, 1, 1, 1, 1]"
"['since a wizard must hide the pancake since hermione may hide a eclaire which a student may assemble she should arrange the strudels', 'since a wizard must hide the pancake since a may hide a eclaire which a witch may assemble hermione should arrange the strudels', 23, 23, 23, 0, 0, 'N/A', 'N/A']"
"['since fred may party since vernon must prepare the eclaires that lupin may sprinkle voldemort must hide the souffles that ginny can create', 'since fred may party since lupin must sprinkle the eclaires that vernon must prepare mcgonagall may assemble the souffles that ginny must hide', 23, 23, 23, 0, 1, 1, 1]"
"['since sirius must swim draco must sprinkle a croissant which hagrid can create since he must arrange the eclaire which george must create', 'since sirius must swim draco must sprinkle a croissant which hagrid can create since he must arrange the eclaire which george must create', 23, 23, 23, 1, 1, 1, 1]"
"['ginny can prepare the eclaire which ron must make', 'ginny can prepare the eclaire which ron must make', 9, 9, 9, 1, 1, 1, 1]"
"['snape should eat the chocolates that george can arrange', 'snape should eat the chocolates that george can arrange', 9, 9, 9, 1, 1, 1, 1]"
"['neville should gobble the cake which sirius should gobble', 'neville should gobble the cake which sirius should gobble', 9, 9, 9, 1, 1, 1, 1]"
"['petunia can eat the croissant since vernon should hiccup', 'petunia can eat the croissant since vernon should hiccup', 9, 9, 9, 1, 1, 1, 1]"
"['he should prepare the cookie which neville can chew', 'he should prepare the cookie which neville can chew', 9, 9, 9, 1, 1, 1, 1]"
"['the student must make a chocolate that draco may create', 'the student must make a chocolate that draco may create', 10, 10, 10, 1, 1, 1, 1]"
"['a student can sprinkle the pancake that fred should arrange', 'a student can sprinkle the pancake that fred should arrange', 10, 10, 10, 1, 1, 1, 1]"
"['fred should arrange the doughnut since mcgonagall should create a eclaire', 'fred should arrange the doughnut since mcgonagall should create a eclaire', 11, 11, 11, 1, 1, 1, 1]"
"['since ginny can make the cake that hagrid must assemble since dobby can chew the cookies draco should make many doughnuts', 'since ginny can make the cake that hagrid must assemble since draco can chew many doughnuts dobby should make the cookies', 21, 21, 21, 0, 1, 1, 1]"
"['because james can gobble a doughnut sirius must create the doughnuts because fred should create the souffles which hagrid should hide', 'because james can gobble a doughnut sirius must create the souffles which ginny should create because fred should hide the doughnuts', 21, 21, 21, 0, 1, 0, 0]"
"['because he can eat a cookie which ginny must arrange vernon should eat many souffles', 'because he can eat a cookie which ginny must arrange vernon should eat many souffles', 15, 15, 15, 1, 1, 1, 1]"
"['petunia must assemble the eclaire that sirius may hide because hermione must sprinkle many eclaires', 'petunia must assemble the eclaire that sirius may hide because hermione must sprinkle many eclaires', 15, 15, 15, 1, 1, 1, 1]"
"['because albus can sprinkle the cakes dobby may chew the cake that dobby may chew', 'because albus can sprinkle the cakes dobby may chew the cake that dobby may chew', 15, 15, 15, 1, 1, 1, 1]"
"['because he should assemble a cake which fred may create neville can hide the doughnuts', 'because he should assemble a cake which fred may create neville can hide the doughnuts', 15, 15, 15, 1, 1, 1, 1]"
"['draco can prepare the souffle', 'draco can prepare the souffle', 5, 5, 5, 1, 1, 1, 1]"
"['draco must eat the cookies', 'draco must eat the cookies', 5, 5, 5, 1, 1, 1, 1]"
"['ginny should chew the cookies', 'ginny should chew the cookies', 5, 5, 5, 1, 1, 1, 1]"
"['fred should create the eclaire', 'fred should create the eclaire', 5, 5, 5, 1, 1, 1, 1]"
"['vernon can hide a baklava', 'vernon can hide a baklava', 5, 5, 5, 1, 1, 1, 1]"
"['a student must eat a baklava', 'a student must eat a baklava', 6, 6, 6, 1, 1, 1, 1]"
"['a professor must prepare the pancakes', 'a professor must prepare the pancakes', 6, 6, 6, 1, 1, 1, 1]"
"['she can sprinkle the pancake that a student must hide', 'she can sprinkle the pancake that a student must hide', 10, 10, 10, 1, 1, 1, 1]"
"['vernon may hide the souffles that mcgonagall can hide', 'vernon may hide the souffles that mcgonagall can hide', 9, 9, 9, 1, 1, 1, 1]"
"['mcgonagall should smile', 'mcgonagall should smile', 3, 3, 3, 1, 1, 1, 1]"
"['voldemort should party', 'voldemort should party', 3, 3, 3, 1, 1, 1, 1]"
"['fred can jump', 'fred can jump', 3, 3, 3, 1, 1, 1, 1]"
"['neville may hiccup', 'neville may hiccup', 3, 3, 3, 1, 1, 1, 1]"
"['james must hiccup', 'james must hiccup', 3, 3, 3, 1, 1, 1, 1]"
"['the student may chew the croissants that she may arrange since he should assemble a strudel which the student can hide', 'the student may chew the croissants that she may assemble since he should arrange a strudel which the student can hide', 21, 21, 21, 0, 1, 1, 1]"
"['a wizard may eat the cakes that ginny must hide since the wizard can create the pancakes which hagrid should make', 'a wizard may eat the cakes that ginny must hide since the wizard can create the pancakes which hagrid should make', 21, 21, 21, 1, 1, 1, 1]"
"['since the witch can make the strudels that ron can eat the professor may arrange a chocolate which snape may arrange', 'since the witch can make the strudels that ron can arrange the professor may eat a chocolate which ron may arrange', 21, 21, 21, 0, 1, 1, 1]"
"['because the student can prepare the croissants that snape should prepare neville can make the strudels which lily must hide', 'because the student can prepare the croissants that neville should prepare snape can make the strudels which lily must hide', 20, 20, 20, 0, 1, 1, 1]"
"['because george may create a croissant which snape should gobble george may create the doughnuts', 'because george may create a croissant which snape should gobble george may create the doughnuts', 15, 15, 15, 1, 1, 1, 1]"
"['dobby must make the baklava which sirius may chew because mcgonagall must assemble a chocolate', 'dobby must make the baklava which sirius may chew because mcgonagall must assemble a chocolate', 15, 15, 15, 1, 1, 1, 1]"
"['the wizard should gobble the baklava that albus can eat because fred must smile', 'the wizard should gobble the baklava that albus can eat because fred must smile', 14, 14, 14, 1, 1, 1, 1]"
"['because lily may create a souffle snape should gobble the doughnut', 'because lily may create a souffle snape should gobble the doughnut', 11, 11, 11, 1, 1, 1, 1]"
"['a wizard can create the souffle', 'a wizard can create the souffle', 6, 6, 6, 1, 1, 1, 1]"
"['harry should chew many doughnuts that a professor should assemble', 'harry should chew many doughnuts that a professor should assemble', 10, 10, 10, 1, 1, 1, 1]"
"['because draco must sprinkle the doughnut a professor should create the souffles that a student can make', 'because draco must sprinkle the doughnut that the professor should create a student can make a souffle', 17, 17, 17, 0, 1, 0, 0]"
"['because george may create the baklava ron may giggle', 'because george may create the baklava ron may giggle', 9, 9, 9, 1, 1, 1, 1]"
"['she must sprinkle the strudel that sirius may hide', 'she must sprinkle the strudel that sirius may hide', 9, 9, 9, 1, 1, 1, 1]"
"['george can make the strudels that albus should eat', 'george can make the strudels that albus should eat', 9, 9, 9, 1, 1, 1, 1]"
"['voldemort must assemble the cookie that james must chew', 'voldemort must assemble the cookie that james must chew', 9, 9, 9, 1, 1, 1, 1]"
"['draco may party since albus should hide the baklava', 'draco may party since albus should hide the baklava', 9, 9, 9, 1, 1, 1, 1]"
"['the professor must chew the croissants that he can hide', 'the professor must chew the croissants that he can hide', 10, 10, 10, 1, 1, 1, 1]"
"['since dobby must sprinkle the pancakes draco must assemble a doughnut', 'since dobby must sprinkle the pancakes draco must assemble a doughnut', 11, 11, 11, 1, 1, 1, 1]"
"['because james may arrange the pancakes fred should sprinkle the baklava', 'because james may arrange the pancakes fred should sprinkle the baklava', 11, 11, 11, 1, 1, 1, 1]"
"['lupin can create the croissants which a professor may arrange', 'lupin can create the croissants which a professor may arrange', 10, 10, 10, 1, 1, 1, 1]"
"['draco can gobble the souffle that mcgonagall must make because sirius must swim', 'draco can gobble the souffle that sirius must make because mcgonagall must swim', 13, 13, 13, 0, 1, 1, 1]"
"['since he should swim ginny can prepare a cookie which she must chew', 'since he should swim ginny can prepare a cookie which she must chew', 13, 13, 13, 1, 1, 1, 1]"
"['because harry may laugh ginny may assemble a eclaire that neville may arrange', 'because harry may laugh ginny may assemble a eclaire that neville may arrange', 13, 13, 13, 1, 1, 1, 1]"
"['since vernon must hiccup she must chew the croissants that albus should prepare', 'since vernon must hiccup she must chew the croissants that albus should prepare', 13, 13, 13, 1, 1, 1, 1]"
"['because dobby must arrange the pancakes the wizard should make a baklava', 'because dobby must arrange the pancakes the wizard should make a baklava', 12, 12, 12, 1, 1, 1, 1]"
"['since neville must sprinkle the eclaire a professor must hide the cakes', 'since neville must sprinkle the eclaire a professor must hide the cakes', 12, 12, 12, 1, 1, 1, 1]"
"['because the student can hide the cakes she can prepare a souffle', 'because the student can hide the cakes she can prepare a souffle', 12, 12, 12, 1, 1, 1, 1]"
"['harry must create the chocolates which voldemort must prepare', 'harry must create the chocolates which voldemort must prepare', 9, 9, 9, 1, 1, 1, 1]"
"['george should hide the croissants which james can create', 'george should hide the croissants which james can create', 9, 9, 9, 1, 1, 1, 1]"
"['hermione may prepare the strudels which draco should sprinkle', 'hermione may prepare the strudels which draco should sprinkle', 9, 9, 9, 1, 1, 1, 1]"
"['he can chew the eclaire that she may sprinkle', 'he can chew the eclaire that she may sprinkle', 9, 9, 9, 1, 1, 1, 1]"
"['voldemort must gobble the souffles that he may eat', 'voldemort must gobble the souffles that he may eat', 9, 9, 9, 1, 1, 1, 1]"
"['since ron must create many baklava that ron can create the professor should prepare the croissant that hagrid may assemble', 'since ron must create many baklava that the professor can create ron should prepare the croissant that hagrid may assemble', 20, 20, 20, 0, 1, 0, 1]"
"['albus should chew the pancakes that voldemort may sprinkle since harry may eat the eclaire that the wizard may hide', 'albus should chew the pancakes that voldemort may sprinkle since harry may eat the eclaire that the wizard may hide', 20, 20, 20, 1, 1, 1, 1]"
"['since mcgonagall must hide the chocolate which a student may prepare voldemort must assemble the strudels that ginny must eat', 'since mcgonagall must hide the chocolate which a student may prepare ginny must assemble the strudels that voldemort must eat', 20, 20, 20, 0, 1, 1, 1]"
"['snape should create a cake that sirius can eat', 'snape should create a cake that sirius can eat', 9, 9, 9, 1, 1, 1, 1]"
"['he can eat the croissant which sirius must prepare', 'he can eat the croissant which sirius must prepare', 9, 9, 9, 1, 1, 1, 1]"
"['george should prepare the croissants which mcgonagall may prepare', 'george should prepare the croissants which mcgonagall may prepare', 9, 9, 9, 1, 1, 1, 1]"
"['albus must assemble a baklava which hagrid may gobble', 'albus must assemble a baklava which hagrid may gobble', 9, 9, 9, 1, 1, 1, 1]"
"['james can assemble a doughnut that albus must assemble', 'james can assemble a doughnut that albus must assemble', 9, 9, 9, 1, 1, 1, 1]"
"['because a wizard should prepare the croissant that mcgonagall must hide the professor can make the strudel that sirius should make', 'because a wizard should prepare the croissant that mcgonagall must hide the student can make the strudel that harry should make', 21, 21, 21, 0, 1, 1, 1]"
"['since a witch may wiggle petunia may eat the doughnuts that the witch may eat because george must sprinkle the eclaire', 'since a witch may wiggle petunia may eat the doughnuts that the witch may eat because george must sprinkle the eclaire', 21, 21, 21, 1, 1, 1, 1]"
"['the student should assemble the pancakes because mcgonagall should walk', 'the student should assemble the pancakes because mcgonagall should walk', 10, 10, 10, 1, 1, 1, 1]"
"['james can hide many strudels which neville must arrange', 'james can hide many strudels which neville must arrange', 9, 9, 9, 1, 1, 1, 1]"
"['mcgonagall can make a pancake which vernon should create', 'mcgonagall can make a pancake which vernon should create', 9, 9, 9, 1, 1, 1, 1]"
"['lupin may assemble the doughnuts which draco must gobble', 'lupin may assemble the doughnuts which draco must gobble', 9, 9, 9, 1, 1, 1, 1]"
"['neville must eat the doughnuts that mcgonagall can sprinkle', 'neville must eat the doughnuts that mcgonagall can sprinkle', 9, 9, 9, 1, 1, 1, 1]"
"['mcgonagall should sprinkle a doughnut that sirius should prepare', 'mcgonagall should sprinkle a doughnut that sirius should prepare', 9, 9, 9, 1, 1, 1, 1]"
"['she should prepare the chocolates because james can create the pancake', 'she should prepare the chocolates because james can create the pancake', 11, 11, 11, 1, 1, 1, 1]"
"['since petunia can eat the eclaire ron may sprinkle the souffles', 'since petunia can eat the eclaire ron may sprinkle the souffles', 11, 11, 11, 1, 1, 1, 1]"
"['lily should make the souffle', 'lily should make the souffle', 5, 5, 5, 1, 1, 1, 1]"
"['fred must sprinkle the pancakes', 'fred must sprinkle the pancakes', 5, 5, 5, 1, 1, 1, 1]"
"['lily should hide a cookie', 'lily should hide a cookie', 5, 5, 5, 1, 1, 1, 1]"
"['voldemort should prepare a cake', 'voldemort should prepare a cake', 5, 5, 5, 1, 1, 1, 1]"
"['lupin may make a strudel', 'lupin may make a strudel', 5, 5, 5, 1, 1, 1, 1]"
"['dobby must chew many cakes', 'dobby must chew many cakes', 5, 5, 5, 1, 1, 1, 1]"
"['albus can create a baklava', 'albus can create a baklava', 5, 5, 5, 1, 1, 1, 1]"
"['james can gobble the baklava', 'james can gobble the baklava', 5, 5, 5, 1, 1, 1, 1]"
"['mcgonagall can sprinkle the chocolates', 'mcgonagall can sprinkle the chocolates', 5, 5, 5, 1, 1, 1, 1]"
"['ron must arrange the croissant', 'ron must arrange the croissant', 5, 5, 5, 1, 1, 1, 1]"
"['neville may eat the pancakes', 'neville may eat the pancakes', 5, 5, 5, 1, 1, 1, 1]"
"['voldemort must hide many eclaires', 'voldemort must hide many eclaires', 5, 5, 5, 1, 1, 1, 1]"
"['albus should hide the souffle', 'albus should hide the souffle', 5, 5, 5, 1, 1, 1, 1]"
"['hermione should chew the baklava', 'hermione should chew the baklava', 5, 5, 5, 1, 1, 1, 1]"
"['he should hide a chocolate', 'he should hide a chocolate', 5, 5, 5, 1, 1, 1, 1]"
"['she can prepare a cake', 'she can prepare a cake', 5, 5, 5, 1, 1, 1, 1]"
"['albus can chew the cookies', 'albus can chew the cookies', 5, 5, 5, 1, 1, 1, 1]"
"['he must gobble the cookies', 'he must gobble the cookies', 5, 5, 5, 1, 1, 1, 1]"
"['fred should eat many croissants that the witch can arrange', 'fred should eat many croissants that the witch can arrange', 10, 10, 10, 1, 1, 1, 1]"
"['he should gobble many eclaires that hermione should prepare', 'he should gobble many eclaires that hermione should prepare', 9, 9, 9, 1, 1, 1, 1]"
"['sirius should hide the cake that he can sprinkle', 'sirius should hide the cake that he can sprinkle', 9, 9, 9, 1, 1, 1, 1]"
"['james should hide the croissants since sirius should jump', 'james should hide the croissants since sirius should jump', 9, 9, 9, 1, 1, 1, 1]"
"['hagrid should make a souffle that ginny must make', 'hagrid should make a souffle that ginny must make', 9, 9, 9, 1, 1, 1, 1]"
"['ron may arrange the pancake that harry should chew', 'ron may arrange the pancake that harry should chew', 9, 9, 9, 1, 1, 1, 1]"
"['fred should arrange the cookie', 'fred should arrange the cookie', 5, 5, 5, 1, 1, 1, 1]"
"['he should assemble a chocolate', 'he should assemble a chocolate', 5, 5, 5, 1, 1, 1, 1]"
"['vernon should make a croissant', 'vernon should make a croissant', 5, 5, 5, 1, 1, 1, 1]"
"['harry may eat the croissants', 'harry may eat the croissants', 5, 5, 5, 1, 1, 1, 1]"
"['harry must eat the cakes', 'harry must eat the cakes', 5, 5, 5, 1, 1, 1, 1]"
"['hagrid can hide the souffle', 'hagrid can hide the souffle', 5, 5, 5, 1, 1, 1, 1]"
"['voldemort may prepare the strudel', 'voldemort may prepare the strudel', 5, 5, 5, 1, 1, 1, 1]"
"['james may arrange a doughnut', 'james may arrange a doughnut', 5, 5, 5, 1, 1, 1, 1]"
"['voldemort may swim', 'voldemort may swim', 3, 3, 3, 1, 1, 1, 1]"
"['sirius may swim', 'sirius may swim', 3, 3, 3, 1, 1, 1, 1]"
"['hermione should smile', 'hermione should smile', 3, 3, 3, 1, 1, 1, 1]"
"['hermione should swim', 'hermione should swim', 3, 3, 3, 1, 1, 1, 1]"
"['she may hiccup', 'she may hiccup', 3, 3, 3, 1, 1, 1, 1]"
"['the witch must jump', 'the witch must jump', 4, 4, 4, 1, 1, 1, 1]"
