Target,Prediction,Source Length
since fred must hide the doughnuts a student can giggle since she can run,since fred must hide the doughnuts since a can giggle a student can giggle,14
since snape must chew a doughnut the professor should run since petunia should create a souffle that the student should arrange,since snape must chew a doughnut petunia should chew the souffle since a professor should create the croissants that a should arrange,21
because ginny should assemble the doughnuts that a student must make since george should eat a souffle harry must hiccup,because ginny should assemble the doughnuts that a student should assemble since george must run souffle that harry must hide,20
since sirius may make the doughnuts george should hide the pancakes that a student may create,since sirius may make the doughnuts george should hide the pancakes that george student may create,16
since hagrid should eat the doughnuts that neville can arrange mcgonagall must walk since fred can jump,since hagrid should eat the doughnuts that neville can arrange mcgonagall must walk since the can jump,17
since a professor must swim james can hiccup since hermione may assemble a chocolate that a professor can arrange,since a professor must swim since can can hiccup since may assemble a cookie that a student may arrange,19
because hagrid may hide a strudel that the professor can gobble vernon may assemble the strudel that harry should assemble,because hagrid may hide a strudel that the professor can gobble because vernon assemble the strudel that hermione may assemble,20
because she must sprinkle the eclaire because the wizard may hide the cakes hagrid may assemble the souffle,because she must sprinkle the eclaire the the wizard may hide the chocolate hagrid may assemble the eclaire,18
Target,Prediction,Source Length
petunia should not create the cookie which she should prepare because the wizard should gobble the croissant which snape must chew,petunia should not create the cookie which she should prepare the croissant which the wizard should gobble because snape must party,20
because snape can arrange the strudels james may not smile because dobby should chew the croissants,because snape can arrange the strudels james may not smile dobby should not chew the croissants,15
since petunia may jump because sirius should sprinkle the chocolate james must not create many cookies which he must make,since petunia may jump because sirius should sprinkle the pancakes which must not create the chocolates which albus must make,19
because hagrid can party because sirius should hide a souffle vernon must not prepare the cake that a witch must make,because hagrid can party because sirius should hide a souffle that the must prepare a witch must not make the cake,20
snape must not create the eclaire since hagrid may eat the baklava because he must hide the eclaires that voldemort may gobble,snape must not create the eclaire since hagrid may eat the baklava that voldemort must hide the eclaires,21
since draco may sprinkle the baklava since a witch should assemble the eclaire which petunia must arrange dobby should not laugh,since draco may sprinkle the baklava since a witch should assemble the eclaire which petunia must arrange since should not laugh,20
since sirius must chew the souffle since dobby must assemble the eclaires ginny can not create the cake that dobby must chew,since sirius must chew the souffle since dobby must assemble the eclaires that ginny must create the can not chew the cake,21
since petunia must smile vernon should not party because harry should hide the baklava that snape should create,since petunia must smile because should not chew a baklava because neville should prepare the cookies that voldemort should create,17
since hagrid can chew a cake that lupin should prepare because ginny should eat many pancakes albus may not hide a eclaire,since hagrid can chew a cake that lupin should prepare because ron should eat many pancakes that neville may eat a strudel,21
because lily must eat the cake that mcgonagall should gobble voldemort may not gobble the doughnut since lily may laugh,because lily must eat the cake that snape should gobble gobble the may gobble doughnut croissant since may not hiccup,19
since petunia may gobble the eclaires since harry should wiggle petunia must not gobble a souffle that harry should arrange,since petunia may gobble the eclaires since harry should assemble petunia must not harry should gobble a witch should not hiccup,19
james can not gobble the pancakes that she must hide since a student can sprinkle the cake that lupin can make,james can not gobble the pancakes that a must hide since she professor can sprinkle the cake that mcgonagall can make,20
because voldemort may laugh a professor may not make the souffles that ron must create because neville must create a cake,because voldemort may laugh ron professor may not make the souffles that george must create because ron must create a cake,20
since neville can sprinkle the cookies snape must not smile because she must gobble many pancakes that mcgonagall must hide,since neville can sprinkle the cookies she must not smile because snape must gobble many pancakes that the must hide,19
she can not jump since hagrid may gobble the cookies since fred may arrange the strudels,she can not jump since hagrid may gobble the cookies since the may arrange the strudels,15
since a professor may gobble the souffle that sirius may eat the wizard may not hiccup since ron may make the croissant,since a professor may gobble the souffle that sirius may eat the may not hide the croissant since ron may make the croissant,21
because a student should arrange the cookie the student must not assemble the cookies that george should chew since fred must swim,because a student should arrange the cookie the student should assemble the cookies that george must not gobble the eclaires he must run,21
since mcgonagall must eat the chocolates that snape must hide harry can not gobble the baklava that a professor must eat,since mcgonagall must eat the chocolates that snape must hide gobble can not hide the baklava that a professor must eat,20
because he must prepare a doughnut that a wizard can chew the wizard should not wiggle since a wizard can gobble the strudels,because he must prepare a doughnut that a wizard can chew since wizard should not wiggle the wizard can gobble the baklava,22
since he should create the eclaires george may not create the cake which hagrid may create since fred must chew the croissant,since he should create the eclaires since may may create the croissant hagrid may not create the cake which neville must create,21
since the professor must prepare a cake petunia can not eat the cakes since hagrid can chew a baklava,since the professor must prepare the cake petunia can not eat the baklava which hagrid can chew since ron can,18
since the professor may hiccup fred can not sprinkle a croissant since snape can arrange the souffles,since the professor may hiccup since can not sprinkle the croissant since she can arrange many souffles,16
george may not swim because the student must make the baklava that he must assemble because ron should make the chocolates,george may not make the because because must must the cakes that the student should make since ron must assemble the chocolates,20
because ron should gobble the cookie that snape can eat because dobby must giggle a student may not gobble the doughnut,because ron should gobble the cookie that snape can eat because draco must eat a doughnut that george may eat the must not run,20
because sirius can make a croissant fred should not make many cakes that a professor can arrange,because sirius can make many pancakes fred should not make a croissant that she can arrange cakes,16
because snape should arrange the pancake george can not assemble the cakes because james can create the cake that harry can sprinkle,because snape should arrange the eclaires george can not assemble the baklava that harry can create the pancake that james can sprinkle,21
fred must not prepare a pancake that lily must hide because voldemort may eat the chocolates since a witch may jump,fred must not prepare a pancake that voldemort must hide because since may may eat the chocolates since a wizard may jump,20
because ron should chew a cookie which petunia should make a wizard may not hide a souffle,because ron should chew a cookie which petunia should make a souffle may not hide a souffle,16
since neville should run mcgonagall should not sprinkle the eclaire that draco must assemble because ginny can jump,since neville should run since should not sprinkle the eclaire that harry must assemble because draco can walk,17
because george must prepare the baklava lupin may not run because the professor must make the pancakes that harry should arrange,because george must prepare the baklava lupin may not make the because because voldemort must chew the croissant that lupin should prepare,20
because a student may arrange the chocolates because he may wiggle hagrid may not assemble a croissant since petunia may laugh,because a student may arrange the chocolates he may not assemble because since may may assemble a doughnut which hermione may prepare,20
lily must not create the croissants which lupin must create because lily can eat the croissants since hagrid should arrange the cakes,lily must not create the croissants which lily must create because lupin can eat the doughnuts which lily should arrange since lupin,21
since ginny should hide the souffles that sirius may arrange a wizard should not jump since harry may hide the strudels,since ginny should hide the souffles that sirius may arrange a witch should not jump since the may hide the baklava,20
